Comission;Voters;Com_Ballots;Home_Ballots;Home_B_Box;Com_B_Box;Invalid;Rodina;Kommunisty_Rossii;Pensionery;United_Russia;Zelenye;Civic_Platform;LDPR;PARNAS;Partiia_Rosta;Civic_Power;YABLOKO;KPRF;Patriots_of_Russia;A_Just_Russia
”»  π298;2760†;2580†;5†;5†;2580†;0†;0.0019;0.0074;0.0012;0.9559;0.0081;0.0004;0.0004;0.0000;0.0027;0.0000;0.0004;0.0000;0.0035;
”»  π299;2109†;1996†;8†;8†;1996†;0†;0.0030;0.0150;0.0005;0.9556;0.0140;0.0000;0.0000;0.0000;0.0015;0.0005;0.0000;0.0000;0.0005;
”»  π300;2112†;2028†;4†;4†;2028†;0†;0.0015;0.0138;0.0010;0.9557;0.0074;0.0000;0.0000;0.0000;0.0030;0.0005;0.0000;0.0000;0.0044;
”»  π301;2631†;2527†;15†;15†;2527†;1†;0.0020;0.0055;0.0043;0.9552;0.0067;0.0008;0.0000;0.0000;0.0016;0.0000;0.0000;0.0000;0.0031;
”»  π302;2792†;2640†;11†;11†;2640†;0†;0.0026;0.0121;0.0023;0.9559;0.0053;0.0000;0.0004;0.0000;0.0026;0.0004;0.0004;0.0000;0.0038;
”»  π303;2477†;2384†;9†;9†;2384†;0†;0.0008;0.0167;0.0033;0.9557;0.0033;0.0000;0.0000;0.0000;0.0033;0.0008;0.0004;0.0000;0.0008;
”»  π304;2006†;1886†;6†;6†;1886†;0†;0.0011;0.0122;0.0016;0.9556;0.0042;0.0005;0.0000;0.0000;0.0005;0.0011;0.0000;0.0000;0.0074;
”»  π305;783†;734†;1†;1†;734†;0†;0.0041;0.0109;0.0000;0.9565;0.0122;0.0000;0.0000;0.0000;0.0027;0.0000;0.0000;0.0000;0.0000;
”»  π306;1305†;1224†;3†;3†;1224†;0†;0.0016;0.0081;0.0049;0.9560;0.0065;0.0000;0.0000;0.0000;0.0024;0.0008;0.0016;0.0000;0.0008;
”»  π307;1505†;1420†;7†;7†;1420†;0†;0.0007;0.0098;0.0035;0.9559;0.0056;0.0000;0.0000;0.0000;0.0021;0.0007;0.0000;0.0000;0.0014;
”»  π308;1514†;1445†;5†;5†;1445†;0†;0.0021;0.0117;0.0034;0.9559;0.0028;0.0000;0.0000;0.0007;0.0000;0.0007;0.0007;0.0000;0.0034;
”»  π309;1994†;1892†;10†;10†;1892†;2†;0.0016;0.0099;0.0037;0.9548;0.0047;0.0000;0.0000;0.0000;0.0021;0.0005;0.0005;0.0000;0.0068;
”»  π310;1920†;1849†;12†;12†;1849†;2†;0.0032;0.0107;0.0021;0.9549;0.0032;0.0000;0.0000;0.0000;0.0027;0.0005;0.0000;0.0000;0.0091;
”»  π311;1850†;1782†;9†;9†;1782†;0†;0.0011;0.0223;0.0022;0.9559;0.0017;0.0000;0.0000;0.0000;0.0011;0.0006;0.0006;0.0000;0.0089;
”»  π312;1614†;1525†;5†;5†;1525†;0†;0.0020;0.0242;0.0020;0.9556;0.0020;0.0000;0.0000;0.0000;0.0013;0.0007;0.0000;0.0000;0.0046;
”»  π313;1123†;1070†;12†;12†;1070†;0†;0.0018;0.0139;0.0009;0.9566;0.0000;0.0000;0.0000;0.0000;0.0037;0.0000;0.0009;0.0000;0.0102;
”»  π314;2139†;2016†;1†;1†;2016†;0†;0.0020;0.0134;0.0030;0.9559;0.0035;0.0000;0.0000;0.0000;0.0005;0.0005;0.0000;0.0000;0.0064;
”»  π315;2859†;2730†;8†;8†;2730†;3†;0.0004;0.0117;0.0026;0.9547;0.0029;0.0004;0.0000;0.0000;0.0033;0.0011;0.0000;0.0000;0.0077;
”»  π316;1193†;1113†;4†;4†;1113†;0†;0.0018;0.0233;0.0018;0.9561;0.0027;0.0000;0.0000;0.0000;0.0009;0.0009;0.0009;0.0000;0.0090;
”»  π449;1487†;1419†;1†;1†;1419†;0†;0.0014;0.0155;0.0021;0.9556;0.0000;0.0000;0.0007;0.0000;0.0014;0.0007;0.0000;0.0000;0.0092;
”»  π455;2311†;2311†;0†;0†;2311†;0†;0.0017;0.0125;0.0026;0.9559;0.0039;0.0004;0.0000;0.0000;0.0022;0.0013;0.0000;0.0000;0.0074;
”»  π317;171†;161†;7†;7†;161†;1†;0.0060;0.0536;0.0060;0.7917;0.0357;0.0000;0.0000;0.0000;0.0119;0.0060;0.0060;0.0119;0.0417;0.0238
”»  π318;28†;24†;2†;2†;24†;1†;0.0385;0.0385;0.0000;0.6538;0.0769;0.0000;0.0000;0.0000;0.0385;0.0000;0.0000;0.0385;0.0385;0.0385
”»  π319;100†;84†;8†;8†;84†;1†;0.0109;0.0435;0.0000;0.7500;0.0326;0.0000;0.0000;0.0000;0.0217;0.0217;0.0109;0.0000;0.0326;0.0652
”»  π320;304†;290†;9†;9†;290†;1†;0.0134;0.0334;0.0033;0.8060;0.0635;0.0033;0.0033;0.0000;0.0100;0.0033;0.0033;0.0067;0.0368;0.0100
”»  π321;52†;46†;3†;3†;46†;1†;0.0204;0.0204;0.0000;0.7959;0.0408;0.0000;0.0000;0.0000;0.0204;0.0204;0.0000;0.0000;0.0408;0.0204
”»  π322;27†;23†;2†;2†;23†;1†;0.0400;0.0000;0.0000;0.7200;0.0400;0.0000;0.0000;0.0000;0.0400;0.0400;0.0400;0.0000;0.0400;0.0000
”»  π323;31†;27†;1†;1†;27†;0†;0.0000;0.0357;0.0000;0.8571;0.0357;0.0000;0.0000;0.0000;0.0000;0.0357;0.0000;0.0000;0.0357;0.0000
”»  π324;42†;37†;3†;3†;37†;0†;0.0250;0.0250;0.0000;0.8500;0.0250;0.0000;0.0000;0.0000;0.0250;0.0000;0.0000;0.0000;0.0250;0.0250
”»  π325;115†;105†;7†;7†;105†;1†;0.0179;0.0179;0.0000;0.7946;0.0179;0.0000;0.0000;0.0000;0.0268;0.0089;0.0089;0.0179;0.0268;0.0536
”»  π326;20†;16†;3†;3†;16†;0†;0.0000;0.0526;0.0000;0.7368;0.0526;0.0000;0.0000;0.0000;0.0526;0.0000;0.0000;0.0000;0.0526;0.0526
”»  π327;355†;342†;9†;9†;342†;1†;0.0114;0.0456;0.0000;0.8063;0.0313;0.0000;0.0000;0.0000;0.0085;0.0028;0.0028;0.0085;0.0513;0.0285
”»  π328;379†;354†;6†;6†;354†;1†;0.0083;0.0306;0.0028;0.8083;0.0361;0.0028;0.0000;0.0000;0.0028;0.0028;0.0028;0.0028;0.0639;0.0333
”»  π329;186†;179†;5†;5†;179†;0†;0.0109;0.0435;0.0000;0.7065;0.0652;0.0000;0.0054;0.0000;0.0109;0.0054;0.0054;0.0054;0.0924;0.0489
”»  π330;1310†;1183†;17†;17†;1183†;1†;0.0033;0.0317;0.0000;0.9483;0.0017;0.0008;0.0000;0.0000;0.0017;0.0000;0.0008;0.0000;0.0017;0.0092
”»  π331;643†;594†;8†;8†;594†;1†;0.0033;0.0365;0.0017;0.9302;0.0066;0.0000;0.0000;0.0017;0.0017;0.0000;0.0000;0.0000;0.0017;0.0150
”»  π332;321†;294†;3†;3†;294†;1†;0.0034;0.0370;0.0034;0.9158;0.0067;0.0000;0.0000;0.0000;0.0034;0.0000;0.0034;0.0000;0.0101;0.0135
”»  π333;341†;311†;7†;7†;311†;1†;0.0094;0.0503;0.0000;0.8899;0.0094;0.0031;0.0000;0.0000;0.0031;0.0000;0.0031;0.0000;0.0063;0.0220
”»  π334;268†;246†;5†;5†;246†;0†;0.0080;0.0398;0.0040;0.9163;0.0040;0.0000;0.0000;0.0000;0.0040;0.0040;0.0040;0.0000;0.0040;0.0120
”»  π335;184†;168†;4†;4†;168†;0†;0.0058;0.0407;0.0058;0.9070;0.0116;0.0000;0.0000;0.0000;0.0058;0.0058;0.0000;0.0000;0.0058;0.0116
