idno;cntry;nwspol;netusoft;netustm;ppltrst;pplfair;pplhlp;polintr;psppsgva;actrolga;psppipla;cptppola;trstprl;trstlgl;trstplc;trstplt;trstprt;trstep;trstun;vote;contplt;wrkprty;wrkorg;badge;sgnptit;pbldmn;bctprd;pstplonl;clsprty;prtdgcl;lrscale;stflife;stfeco;stfgov;stfdem;stfedu;stfhlth;gincdif;mnrgtjb;freehms;hmsfmlsh;hmsacld;euftf;imsmetn;imdfetn;impcntr;imbgeco;imueclt;imwbcnt;happy;sclmeet;inprdsc;sclact;crmvct;aesfdrk;health;hlthhmp;atchctr;atcherp;hinctnta;hincfel;Random;
1903;LT;90;4;180;7;6;7;4;1;1;8;8;5;5;5;5;5;8;6;2;2;2;2;2;2;2;2;2;2;6;4;6;5;5;5;5;5;3;3;3;3;3;6;2;2;2;2;9;5;7;4;2;3;2;2;2;3;8;5;8;1;0,838871422;
8;LT;150;3;6666;4;5;3;2;3;1;2;2;7;6;8;6;7;6;9;1;2;1;2;1;2;2;1;1;1;2;4;4;6;6;5;5;4;1;5;4;2;5;10;1;1;2;7;8;8;4;4;2;2;1;3;2;2;6;3;6;2;0,996613393;
100004738;GB;30;4;90;7;8;6;3;2;1;2;2;6;8;9;6;6;5;7;1;2;2;2;2;2;2;1;2;1;2;5;7;6;7;6;8;7;2;4;2;5;2;2;2;2;3;7;8;8;7;2;3;2;2;2;2;3;4;2;3;2;0,666054583;
41621792;NL;644;5;810;7;7;3;3;2;2;2;1;6;4;3;3;3;4;4;1;2;2;2;2;1;2;2;1;2;6;5;8;8;6;3;3;5;4;5;1;5;1;8;1;1;1;7;3;5;8;6;3;2;2;2;2;3;8;7;9;1;0,810507616;
3467;SE;30;5;600;5;5;5;3;3;2;3;2;6;7;7;5;5;6;7;1;2;2;2;2;2;2;2;2;2;6;5;9;88;7;7;4;4;2;4;1;5;2;88;3;3;2;5;6;5;9;4;4;2;2;1;2;3;8;8;88;2;0,533874648;
551601027;EE;150;5;480;5;4;7;2;2;3;2;1;5;8;7;4;4;5;8;2;2;2;2;2;2;2;2;2;2;6;6;8;7;4;7;9;6;2;3;3;3;4;8;3;3;3;5;3;5;8;6;1;3;2;2;2;3;6;4;88;2;0,575037164;
260;IL;60;5;240;8;6;5;1;3;4;2;4;8;9;4;2;5;4;2;2;1;2;1;1;1;2;1;1;1;2;7;10;8;5;10;6;4;3;5;2;3;1;3;1;3;4;8;8;8;8;7;4;4;2;1;2;2;10;7;10;1;0,320604329;
51821919;NL;90;2;6666;3;8;3;2;2;1;3;1;4;88;8;5;5;88;5;1;2;2;2;2;2;2;2;2;1;3;5;8;6;5;5;8;2;3;4;1;5;2;1;1;1;1;8;6;5;8;4;2;2;2;3;3;2;5;6;2;1;0,268257537;
4045;IT;860;5;180;6;5;6;3;2;2;2;2;4;5;5;2;2;4;5;1;2;2;2;2;2;2;2;2;2;6;6;6;5;4;4;5;5;2;4;3;4;4;6;2;2;2;7;7;6;7;4;2;3;2;2;2;3;7;6;8;1;0,789448995;
2228;AT;120;4;90;5;3;6;1;4;2;3;2;7;8;8;5;5;3;7;1;1;2;1;2;2;2;2;2;2;6;5;10;6;5;7;5;8;4;3;2;4;4;4;3;3;3;4;4;5;9;5;4;3;2;2;2;2;8;7;6;2;0,661086989;
5669;IL;180;5;300;4;5;8;2;3;1;4;2;0;8;3;1;0;0;4;1;2;2;2;2;2;1;2;1;1;4;0;3;0;0;5;6;8;1;5;1;1;2;9;4;1;1;8;8;8;3;5;1;3;1;3;1;3;10;10;2;2;0,448336353;
41021911;NL;30;5;120;5;7;3;2;2;1;1;2;6;6;7;6;5;5;5;1;2;2;2;2;2;1;2;2;2;6;8;9;8;6;7;88;6;2;4;1;5;1;6;2;2;2;6;6;7;9;6;4;2;2;2;1;3;8;7;8;2;0,621539226;
30822954;NL;580;5;60;3;5;5;3;2;2;3;2;4;7;7;4;4;5;5;1;2;2;1;2;1;2;2;2;1;2;3;8;7;3;8;7;6;2;4;1;5;1;2;1;1;2;7;7;7;8;4;4;5;1;1;2;3;6;4;9;1;0,921449253;
1218;PL;20;5;180;5;7;4;2;2;3;2;3;3;6;6;0;2;5;7;3;2;2;2;2;1;1;1;2;2;6;3;7;2;0;4;6;3;3;5;2;5;5;8;1;2;2;9;9;7;7;6;4;3;2;2;2;3;7;5;7;2;0,240468392;
3258;IE;55;5;0;4;4;4;2;1;1;1;1;3;7;8;2;2;2;2;1;2;2;2;2;2;2;2;2;2;6;5;8;5;5;5;7;3;4;4;4;4;4;4;3;3;3;5;8;8;8;5;2;2;2;3;1;3;8;6;4;2;0,369556947;
6154;HU;15;3;6666;7;7;7;3;2;2;2;2;6;6;6;6;6;6;6;1;2;2;2;2;2;2;2;2;2;6;2;8;6;6;6;6;6;2;5;2;4;5;6;2;3;3;6;6;6;8;5;3;3;2;2;2;3;9;9;77;2;0,776162863;
10005426;DE;20;5;210;3;4;5;2;3;2;3;2;5;5;6;4;4;4;3;3;2;2;2;2;2;2;1;1;2;6;3;8;7;5;6;5;6;3;4;1;5;1;6;1;1;1;7;5;8;8;7;4;4;2;2;2;2;5;4;9;1;0,053465131;
7087;PL;30;5;120;8;5;4;3;1;2;3;2;1;3;4;0;0;4;5;1;2;2;2;2;1;2;2;2;2;6;5;5;2;1;2;1;4;3;4;2;4;2;7;2;2;2;5;6;5;6;6;2;3;2;2;2;2;10;10;1;2;0,38656994;
38;IE;90;5;60;10;8;8;2;1;1;3;3;3;4;7;6;6;6;6;2;2;2;2;2;2;2;2;2;2;6;6;9;6;5;6;8;5;4;4;1;5;2;5;1;2;2;6;8;6;9;5;4;3;2;2;1;3;8;6;5;1;0,714938307;
17000030;DE;20;2;6666;7;9;5;2;1;2;1;2;3;4;4;2;2;1;5;1;2;2;2;2;2;2;2;2;1;3;1;3;7;2;5;3;3;3;4;1;5;2;5;2;2;2;7;8;7;6;6;4;4;2;1;5;1;2;2;5;2;0,285706777;
2684;ES;15;5;45;1;5;3;3;1;2;2;2;4;0;5;3;3;3;5;1;2;2;2;2;1;1;2;2;1;2;3;6;3;3;5;3;3;1;5;2;4;2;1;2;2;2;2;3;3;7;4;3;2;2;2;2;3;6;4;5;2;0,945304143;
2313;ES;90;5;120;7;6;7;2;4;4;4;4;7;9;8;6;4;7;9;1;1;2;2;2;2;2;1;2;1;1;9;8;6;9;10;6;7;4;4;3;3;2;7;3;3;3;3;4;5;9;5;5;3;2;2;2;3;10;8;88;2;0,395776107;
675;SI;15;5;90;1;6;5;3;1;1;1;1;2;5;5;0;0;0;1;1;2;2;2;2;2;2;2;2;2;6;2;5;2;2;2;7;4;1;5;2;3;5;2;2;2;4;2;5;5;5;6;1;2;2;1;3;2;10;10;3;1;0,084550553;
1241;RU;0;5;720;1;2;2;4;7;1;1;1;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;6;88;4;4;5;3;7;7;2;2;5;5;5;88;8;8;4;1;1;1;8;7;2;8;2;2;2;3;9;5;8;2;0,155062056;
2021;RU;20;2;6666;5;7;8;3;1;1;2;2;7;7;8;7;7;6;6;1;2;2;2;2;2;2;2;2;2;6;5;6;3;4;4;2;3;2;4;5;1;5;88;3;8;4;1;4;6;5;2;4;3;2;1;3;2;10;0;2;3;0,051923374;
14;SI;15;2;6666;1;1;1;4;2;2;2;2;2;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;2;6;0;3;1;2;1;2;2;1;4;1;4;1;4;2;3;2;1;4;3;10;6;4;4;2;1;1;3;0;0;5;1;0,121793236;
1682;LT;0;5;8888;8;8;7;4;3;1;3;1;0;7;8;0;0;5;5;3;2;2;2;2;2;2;2;2;2;6;88;8;3;3;5;8;6;2;4;3;3;3;10;8;8;8;88;7;5;9;6;4;3;2;3;1;3;88;88;77;2;0,461518311;
1056;BE;30;1;6666;7;6;5;3;1;3;1;2;4;3;4;2;2;3;3;1;2;2;2;2;2;2;2;2;1;3;4;7;5;5;7;7;6;4;5;3;5;1;4;2;2;3;4;4;4;7;5;1;1;2;2;2;2;10;6;4;2;0,296133918;
2135;AT;35;5;240;3;3;2;3;3;3;3;5;9;7;5;7;6;7;7;2;2;2;2;2;2;2;2;2;2;6;9;9;7;8;6;7;7;2;2;1;2;3;8;2;4;4;2;2;8;6;6;4;3;1;3;2;3;9;9;77;1;0,046802333;
100001894;GB;120;1;6666;0;3;5;3;2;1;2;1;4;3;5;2;4;6;4;2;2;2;2;2;2;2;1;2;2;6;2;5;4;3;4;5;5;4;4;3;3;4;5;3;2;4;4;4;6;7;6;4;4;1;3;3;1;6;5;1;2;0,503178682;
113;IT;30;5;120;3;6;6;3;2;2;1;2;0;0;6;0;0;5;6;1;2;2;2;2;2;2;2;2;2;6;7;7;3;2;2;7;8;2;5;1;5;3;5;1;3;3;6;7;5;8;4;3;3;2;2;1;3;6;5;7;2;0,136210474;
3739;FR;90;5;150;4;7;3;3;3;1;2;1;4;4;5;2;1;0;6;1;2;2;2;2;1;2;2;2;1;3;4;5;5;3;7;3;3;2;4;1;5;2;4;2;2;2;5;7;5;7;5;4;3;2;2;2;3;8;4;4;2;0,728205731;
30833210;NL;150;5;150;5;3;3;1;4;4;3;3;4;7;7;4;3;1;1;2;2;2;2;2;2;2;2;1;2;6;6;4;3;3;4;5;2;2;4;2;4;3;1;2;3;3;5;5;6;8;4;1;4;2;2;5;1;9;1;5;1;0,197795578;
1974;NO;60;2;6666;7;7;8;3;3;2;3;2;5;7;10;5;5;5;7;1;1;2;1;1;2;2;2;2;1;2;7;10;7;7;8;6;7;2;5;1;4;2;5;2;2;2;5;7;7;10;6;3;3;2;2;2;2;10;8;7;1;0,968934443;
551602316;EE;120;5;720;7;7;5;2;3;3;3;3;5;8;8;3;4;4;3;1;1;2;2;2;1;2;2;2;1;2;8;8;7;6;7;8;7;2;4;2;5;3;8;2;2;2;6;7;6;8;5;2;3;2;1;2;3;9;9;8;2;0,345725495;
110;LT;120;2;6666;3;3;3;2;3;2;3;2;3;7;6;3;3;7;7;1;2;2;2;2;2;2;2;2;1;8;2;5;3;1;4;6;5;1;2;4;2;5;7;2;2;2;5;3;2;7;2;2;2;2;3;2;3;7;4;77;3;0,469381742;
3100;FR;70;5;120;6;6;4;1;3;2;3;3;6;8;8;5;4;3;6;1;1;2;1;2;2;2;2;2;1;2;6;8;4;0;5;3;7;5;5;1;3;3;0;2;3;3;8;5;5;7;7;3;5;2;3;3;2;7;3;9;1;0,09842296;
4369;IT;80;4;60;3;0;10;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;2;2;6;5;8;6;7;7;4;6;2;5;2;5;5;2;2;3;3;10;10;5;8;7;3;2;2;2;2;3;8;6;7;1;0,526973694;
1506;BE;30;1;6666;2;5;3;2;3;1;1;2;6;8;8;5;5;6;6;1;2;2;2;2;2;2;2;2;2;6;5;8;5;5;6;7;9;2;5;2;3;5;8;3;4;4;6;6;5;7;4;2;3;2;2;3;2;9;8;4;2;0,256237402;
938;SI;60;5;20;2;4;5;4;1;1;1;1;0;2;5;0;0;0;0;1;2;2;2;2;2;2;2;2;2;6;5;5;2;0;0;5;5;1;4;4;4;4;1;2;3;2;3;5;4;5;7;3;2;2;3;2;3;10;5;7;3;0,885806046;
691;SI;90;5;135;7;6;7;2;2;2;2;2;2;2;4;0;0;0;0;1;1;2;2;2;2;2;2;1;2;6;2;5;3;2;3;5;5;2;4;2;2;3;8;2;2;2;4;4;5;7;4;4;2;2;1;2;2;7;4;5;2;0,8723191;
278;ES;30;5;60;8;2;8;3;3;1;4;3;3;8;8;5;88;6;8;3;2;2;2;2;2;2;2;2;2;6;88;10;8;8;88;8;8;2;5;2;5;2;8;8;2;2;9;9;10;10;5;4;2;2;2;3;3;9;8;77;3;0,69183587;
41021473;NL;30;5;480;4;8;3;4;3;1;3;1;7;8;8;7;7;8;8;2;2;2;2;2;2;2;2;2;2;6;3;7;7;6;7;8;8;2;3;2;4;2;7;2;2;2;5;6;6;8;5;3;3;2;2;2;3;8;8;5;2;0,974848485;
5091;IL;0;1;6666;5;3;5;4;2;1;2;2;6;9;5;2;2;4;6;1;2;2;2;2;2;2;2;2;1;2;3;8;3;2;4;7;9;2;5;3;5;4;7;4;4;4;4;3;2;9;4;3;3;7;2;1;3;5;4;5;2;0,893705445;
440;BE;30;4;90;7;5;2;3;3;2;2;2;7;7;8;6;6;7;6;3;2;2;2;2;2;2;2;2;2;6;6;6;6;6;7;6;8;2;5;2;4;3;6;2;3;3;6;7;6;7;6;6;3;2;1;1;3;8;9;8;2;0,902103841;
1881;LT;90;3;6666;7;6;5;4;1;1;1;1;4;3;2;3;2;88;88;2;2;2;2;2;2;2;2;2;2;6;88;5;4;4;5;5;3;1;5;3;3;3;2;4;3;4;1;1;1;0;1;0;1;2;3;3;3;9;1;5;2;0,77464997;
6483;PL;30;5;60;5;7;6;4;2;1;2;1;4;4;6;2;2;2;4;2;2;2;2;2;2;2;2;2;2;6;7;8;7;3;2;4;5;2;4;2;4;5;8;2;2;2;6;8;5;8;3;2;3;2;1;2;3;9;8;77;2;0,700561456;
2478;ES;60;5;30;6;7;7;2;3;3;3;3;7;5;10;6;6;7;7;1;2;2;2;2;1;2;2;2;1;3;5;8;3;6;6;6;6;2;4;2;4;4;5;2;2;2;5;5;5;8;5;2;3;1;2;3;3;10;7;4;2;0,390387356;
92;HU;1082;5;240;8;9;6;4;1;1;1;1;3;6;9;9;5;7;8;2;8;8;8;8;8;8;8;8;2;6;77;2;3;2;2;6;2;1;4;5;5;5;2;4;4;4;1;2;1;3;4;2;3;2;2;1;3;8;7;4;3;0,068271397;
11055;FI;30;3;6666;8;9;8;2;3;3;3;3;7;8;9;8;8;5;5;1;2;2;1;1;2;2;2;2;1;2;10;9;9;8;8;9;8;2;4;4;3;4;3;2;3;3;8;8;8;9;6;4;3;2;2;3;3;10;8;5;2;0,459007027;
1931;CH;60;5;240;7;8;6;1;4;4;4;5;8;9;8;7;8;7;9;1;2;2;2;2;1;2;1;2;1;2;2;8;6;7;9;10;8;3;5;1;5;2;5;1;2;2;8;9;6;9;6;4;4;2;1;2;3;7;5;8;1;0,739854439;
3233;SE;60;5;120;6;7;6;2;3;3;3;3;7;7;7;5;5;5;8;1;2;2;1;2;2;2;1;2;1;2;5;9;3;3;9;7;4;2;5;2;2;2;5;3;3;3;5;5;5;10;6;4;3;2;1;1;3;7;5;8;1;0,093519773;
2669;IE;60;1;6666;1;3;4;3;8;1;2;1;5;5;5;4;5;3;88;1;2;2;2;2;2;2;2;2;2;6;88;6;1;5;5;3;2;2;4;3;3;3;3;4;4;4;0;2;3;5;2;3;2;1;4;3;2;9;4;1;3;0,819911265;
8;ES;360;1;6666;2;2;2;4;2;1;2;1;4;4;4;1;1;4;4;2;2;2;2;2;2;2;2;2;2;6;5;6;5;5;6;5;5;2;4;2;4;3;5;2;2;2;4;4;4;6;6;4;3;1;2;2;3;6;6;1;2;0,610718611;
772;AT;60;1;6666;4;6;10;4;1;1;1;1;0;7;10;7;7;7;88;2;2;2;2;2;2;2;2;2;2;6;1;10;10;6;7;4;10;2;2;7;7;7;8;1;8;8;7;7;8;10;3;1;3;2;1;1;3;10;10;4;2;0,022472193;
2069;RU;30;2;6666;5;5;4;3;1;1;1;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;6;5;4;6;7;7;4;4;3;2;4;4;1;88;4;4;4;0;0;0;0;3;1;2;2;3;2;3;4;5;8;3;0,73117198;
3070;AT;30;5;60;2;5;5;1;2;2;1;2;0;5;8;1;0;0;0;1;2;2;2;2;1;2;1;2;2;6;5;3;1;2;0;0;1;2;5;1;5;1;9;2;2;2;7;3;2;3;5;4;3;2;4;3;1;10;3;5;2;0,348923498;
2172;CH;995;5;120;7;8;7;1;4;5;5;5;8;9;10;7;5;7;5;1;2;2;2;2;2;2;2;2;1;2;3;10;7;8;7;8;9;2;4;2;5;2;6;2;2;2;9;9;6;9;6;5;4;2;1;2;3;6;8;10;1;0,971761258;
21231133;NL;5;5;540;3;6;5;2;2;4;3;4;5;6;1;4;4;4;4;2;1;2;1;2;1;2;1;2;2;6;5;7;6;5;3;2;3;3;5;3;4;3;5;3;3;3;3;6;3;7;6;3;3;1;2;2;3;8;7;8;1;0,476634051;
11411972;NL;90;4;20;8;8;6;2;4;2;3;2;7;8;7;6;7;5;8;1;2;2;2;2;1;2;2;2;1;1;8;9;8;7;8;7;6;4;4;2;5;2;5;2;2;2;6;8;7;9;4;3;8;2;2;2;3;9;8;10;1;0,55167276;
2047;PL;60;1;6666;6;88;9;1;4;1;2;2;8;8;8;8;8;8;8;1;2;2;2;2;1;2;2;2;2;6;9;10;8;8;8;4;0;2;5;1;5;5;6;1;1;1;10;10;5;10;7;4;3;2;8;2;2;10;0;77;3;0,03134008;
987;FR;30;3;6666;6;4;7;4;1;2;1;2;3;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;6;5;5;5;4;4;6;6;4;5;4;2;3;5;3;3;4;5;5;5;5;5;4;3;2;1;2;3;7;4;1;3;0,78447844;
2945;BE;30;5;30;7;8;2;2;2;1;1;2;3;7;5;2;3;6;8;1;2;2;2;2;1;2;1;2;1;2;2;9;3;0;8;7;8;2;5;1;5;1;10;2;2;1;8;8;6;8;6;4;2;2;1;2;3;9;10;8;1;0,831064837;
2351;CZ;15;5;285;2;2;2;3;1;1;1;1;1;5;6;1;1;5;5;2;2;2;2;2;2;2;2;2;2;6;3;4;5;4;5;6;4;1;1;5;1;5;5;4;4;4;1;0;0;5;4;4;3;1;3;3;2;9;4;1;4;0,415991351;
2262;IE;120;2;6666;5;5;6;2;2;1;1;1;6;6;6;3;3;3;2;1;2;2;2;2;2;2;2;2;1;2;4;8;5;4;7;7;7;2;4;4;4;4;6;1;1;2;8;8;8;8;5;4;3;2;2;2;3;9;8;3;2;0,453345126;
9898;IS;0;5;180;5;5;4;4;2;3;2;3;3;2;7;2;1;88;5;2;2;2;2;2;2;2;1;2;2;6;77;7;5;2;4;4;4;1;5;5;5;1;5;1;2;2;4;8;7;5;3;2;2;2;1;3;3;10;3;3;2;0,975880585;
5456;IT;600;4;180;7;6;6;3;2;2;2;2;5;6;7;2;2;5;6;2;2;2;2;2;2;2;2;1;1;2;2;7;4;4;4;3;3;2;2;1;5;1;10;1;1;2;8;9;8;8;6;3;3;2;2;1;3;8;8;88;2;0,55621078;
662;IE;2;5;60;6;7;7;4;1;1;1;1;3;4;6;3;4;6;8;2;2;2;2;2;2;2;2;2;2;6;88;8;4;3;6;8;5;2;4;2;4;2;7;3;3;3;5;5;5;7;4;4;3;2;2;1;3;9;5;5;1;0,614131295;
6521;PL;30;1;6666;4;4;9;4;8;1;1;1;1;88;5;0;0;0;88;2;2;2;2;2;2;2;2;2;2;6;6;9;88;77;88;4;8;2;2;2;8;4;1;8;8;8;6;7;5;10;6;4;4;2;1;3;2;10;88;77;2;0,699862716;
2658;RU;15;5;120;5;7;5;2;1;1;1;1;3;3;3;1;0;88;88;1;2;2;2;2;2;2;2;2;2;6;5;4;4;2;5;3;3;1;4;3;3;5;0;4;4;4;3;1;4;8;4;3;4;2;1;2;3;10;8;4;2;0,475831946;
1554;HU;30;5;300;4;4;5;3;3;2;3;2;3;5;10;5;5;6;7;1;2;2;2;2;2;2;2;2;1;6;77;10;7;7;6;4;4;1;1;3;4;2;1;2;4;4;3;3;3;10;4;4;2;2;1;1;3;10;10;77;2;0,275133516;
1201;LT;90;5;180;6;8;8;3;3;3;3;2;1;8;9;5;3;7;6;1;2;2;2;2;2;2;2;2;2;6;7;8;7;9;6;10;10;1;2;5;2;5;8;2;2;3;8;9;8;10;2;2;1;2;2;2;3;8;5;6;2;0,797285681;
10003384;DE;90;5;150;0;4;3;1;2;2;2;3;9;9;9;3;3;2;10;1;2;2;2;2;1;2;1;2;1;2;1;7;6;5;8;4;2;1;3;1;5;2;4;1;1;2;7;7;7;8;7;4;2;2;1;4;2;9;1;7;2;0,745583023;
1173;CZ;60;5;420;3;6;5;3;3;3;2;1;8;8;8;8;8;8;8;1;2;2;2;2;2;2;2;2;2;6;4;8;7;7;7;6;6;2;3;2;2;2;6;1;3;3;6;7;6;6;7;1;2;2;2;2;3;7;7;6;2;0,511473602;
1529;CH;15;5;240;8;7;7;2;4;2;4;2;8;6;6;5;4;8;6;1;1;2;2;1;1;2;1;1;1;1;7;9;9;8;8;9;5;3;5;1;4;2;8;1;2;2;8;9;8;9;3;4;3;2;1;1;3;9;8;9;1;0,420315978;
1812;BE;20;5;180;6;7;6;3;3;1;4;3;7;9;9;8;7;7;8;3;2;2;2;2;2;2;2;2;2;6;6;8;7;7;8;9;9;2;4;1;5;1;3;1;2;2;4;8;5;8;6;4;3;2;1;1;3;3;3;6;1;0,410344858;
1380;RU;10;5;260;6;6;6;4;1;1;1;1;3;3;3;3;3;3;2;1;2;2;2;2;2;2;2;2;2;6;5;6;4;4;5;7;6;1;2;3;2;5;3;1;3;4;4;3;3;7;3;2;2;2;1;2;3;8;4;6;2;0,543907239;
2276;IE;180;5;330;5;7;7;1;2;4;2;5;3;6;0;2;2;4;7;1;1;2;2;1;1;2;2;2;1;2;4;8;3;1;2;7;1;2;5;1;5;1;4;1;1;1;7;10;7;6;7;4;3;2;2;2;3;9;9;77;2;0,130397167;
5286;IL;60;5;240;4;5;5;3;1;3;1;8;0;7;5;0;0;88;88;2;1;2;2;2;2;2;2;2;2;6;88;4;4;0;3;2;4;1;2;2;3;2;88;3;2;8;4;88;3;7;3;1;2;2;2;1;3;3;0;88;3;0,557540116;
3288;CH;30;5;600;8;8;7;2;1;3;1;3;7;7;8;6;6;6;7;3;2;2;2;2;2;2;2;2;2;6;7;8;8;7;8;7;6;3;5;1;5;2;4;3;3;3;6;6;5;8;4;3;2;2;1;1;3;7;7;9;1;0,516988229;
256;CZ;60;4;60;6;7;5;3;2;2;2;2;0;8;0;2;0;0;0;1;2;2;2;2;2;2;1;1;2;6;7;4;2;2;2;3;3;4;2;5;5;5;2;3;4;4;3;2;1;6;6;1;2;2;2;1;3;9;9;2;4;0,667835814;
100001893;GB;60;4;240;7;7;6;2;3;2;4;2;7;9;9;3;5;6;8;1;2;2;2;2;1;2;1;1;1;2;6;7;3;3;8;8;6;2;4;2;4;3;9;1;1;2;9;8;7;7;6;4;3;1;1;1;3;6;7;9;1;0,903363244;
4441;IE;180;3;6666;5;5;4;2;3;3;3;3;5;5;5;2;4;5;6;3;2;2;2;2;1;2;2;1;2;6;2;4;5;5;3;5;4;3;4;3;3;3;8;2;3;3;4;3;4;4;4;2;4;2;3;3;2;4;4;88;3;0,948733861;
1656;NO;60;5;180;8;9;9;2;4;4;4;3;10;8;9;7;8;7;9;1;1;2;1;1;1;2;1;2;1;1;6;10;10;5;10;8;8;2;5;1;5;2;8;1;1;1;9;8;8;10;6;5;4;2;1;2;3;10;6;5;1;0,715819457;
945;CZ;30;5;90;7;8;6;3;3;2;3;1;5;6;6;5;5;5;5;2;2;2;2;2;2;2;2;2;2;6;5;8;5;5;6;6;7;1;3;1;5;3;3;2;4;3;5;1;0;8;5;4;3;2;2;1;3;5;5;7;2;0,681220159;
1050;LT;120;1;6666;5;5;6;2;2;8;2;8;3;7;6;2;1;8;7;1;2;2;2;2;2;2;2;2;2;6;5;4;5;5;7;6;8;1;5;8;8;5;2;3;3;4;6;5;4;5;5;3;3;2;3;3;3;10;8;5;3;0,424430076;
584;SE;60;4;60;3;3;4;3;2;1;2;2;4;4;5;4;4;88;88;1;2;2;2;2;2;2;2;2;2;6;5;7;5;4;7;5;5;2;5;2;3;3;2;8;8;8;1;5;3;7;4;3;3;2;2;2;3;7;4;3;1;0,930974169;
2926;FR;60;5;510;4;3;1;3;2;8;8;8;2;4;4;0;0;2;2;2;2;2;2;2;2;2;1;2;2;6;5;3;2;0;5;5;3;3;5;2;4;8;8;1;8;8;5;5;5;4;3;4;2;2;2;3;3;6;7;77;1;0,133704434;
2862;ES;30;5;120;4;5;2;3;3;2;2;3;1;2;2;0;0;4;8;1;2;2;2;2;2;2;1;2;2;6;6;10;5;5;6;7;7;1;5;1;5;1;9;1;1;1;2;9;2;9;6;6;3;2;2;1;3;9;7;10;1;0,74700417;
1608;CZ;10;5;60;0;0;3;3;1;1;1;1;5;2;5;0;0;0;3;1;2;2;2;2;2;2;2;2;2;6;88;10;2;0;0;1;8;4;5;1;5;2;2;1;3;4;7;5;5;10;5;2;2;2;3;4;1;10;6;77;3;0,255121912;
51750870;NL;90;5;600;3;7;5;2;3;2;3;2;6;7;6;6;6;4;6;1;2;2;2;2;2;2;2;2;2;6;3;7;7;7;7;6;5;3;4;1;5;1;8;1;1;1;5;8;7;7;6;6;3;2;2;3;3;9;5;5;2;0,25683616;
1562;BE;75;5;360;7;8;6;2;3;2;3;2;8;9;9;7;7;8;8;1;2;2;1;1;1;2;2;2;2;6;5;9;7;7;6;6;7;2;4;1;5;1;5;1;1;1;4;9;6;9;7;4;3;2;2;1;3;6;7;7;2;0,495198967;
21213353;NL;30;5;60;4;4;4;3;2;2;2;2;2;2;3;1;1;0;1;1;2;2;2;2;1;2;2;2;2;6;9;8;6;1;1;88;88;4;5;1;4;2;5;2;3;3;5;5;3;8;6;4;3;2;2;1;3;8;1;9;2;0,308584444;
853;BE;30;5;180;8;8;6;4;3;1;4;2;5;0;7;5;5;5;5;1;2;2;2;2;2;2;2;2;2;6;5;8;5;5;7;7;7;2;5;1;5;1;3;1;2;2;2;5;4;9;7;4;3;1;2;2;3;7;5;7;1;0,465865512;
1073;LT;45;5;240;8;9;7;4;1;1;1;1;3;4;5;4;6;8;9;1;2;2;2;2;1;2;1;2;2;6;4;10;6;4;5;8;7;2;5;2;3;5;8;1;1;1;8;8;7;10;4;2;2;2;2;3;3;5;8;8;2;0,974109305;
1672;IL;0;5;180;8;9;10;4;1;1;1;1;7;88;10;88;88;6;5;1;2;2;2;2;2;2;2;2;2;6;7;8;6;7;6;6;8;3;5;5;5;1;10;2;2;2;10;10;10;8;5;1;2;2;1;1;3;10;10;3;2;0,94164045;
1271;IS;30;5;360;8;8;7;2;3;3;3;3;7;7;8;5;5;5;5;1;2;2;1;2;1;2;1;1;2;6;6;7;5;7;7;5;2;3;5;1;5;2;5;2;2;2;7;5;5;7;6;3;3;2;2;2;3;10;8;7;1;0,426172319;
2045;SE;180;5;480;7;6;4;2;3;3;2;3;5;6;7;5;3;4;5;1;2;2;1;2;1;2;1;2;1;2;7;7;8;5;7;7;6;2;5;1;5;4;4;1;1;3;4;6;5;6;6;4;4;1;1;2;3;6;7;10;2;0,114513098;
11000182;DE;20;5;60;2;5;5;3;3;3;3;3;5;7;5;5;3;3;3;1;2;2;2;2;1;2;1;2;2;6;2;7;7;4;5;6;7;3;4;1;5;1;1;2;3;3;7;2;2;7;5;4;2;2;2;2;3;8;5;8;2;0,748000303;
1713;RU;60;5;60;10;8;8;2;1;1;1;1;5;5;5;6;5;5;5;1;2;2;2;2;2;2;2;2;2;6;7;8;8;7;7;8;8;1;1;4;4;4;88;1;1;8;88;8;8;8;2;2;1;2;2;3;3;8;5;77;2;0,512852366;
1772;FR;150;5;480;7;7;6;1;3;5;3;4;6;6;6;6;5;8;6;1;1;2;1;1;1;1;1;1;1;2;4;5;4;5;5;5;8;2;5;1;5;1;7;1;2;2;5;5;5;6;6;6;5;2;1;2;3;9;9;4;3;0,773084274;
419;LT;50;4;60;6;8;5;2;3;3;3;2;7;7;8;5;5;8;5;1;2;2;2;2;2;2;2;2;2;6;7;6;4;7;7;5;7;2;2;8;5;5;2;3;3;4;4;4;4;7;5;3;3;2;1;1;3;9;8;9;2;0,809514726;
