idno;cntry;nwspol;netusoft;netustm;ppltrst;pplfair;pplhlp;polintr;psppsgva;actrolga;psppipla;cptppola;trstprl;trstlgl;trstplc;trstplt;trstprt;trstep;trstun;vote;contplt;wrkprty;wrkorg;badge;sgnptit;pbldmn;bctprd;pstplonl;clsprty;prtdgcl;lrscale;stflife;stfeco;stfgov;stfdem;stfedu;stfhlth;gincdif;mnrgtjb;freehms;hmsfmlsh;hmsacld;euftf;imsmetn;imdfetn;impcntr;imbgeco;imueclt;imwbcnt;happy;sclmeet;inprdsc;sclact;crmvct;aesfdrk;health;hlthhmp;atchctr;atcherp;hinctnta;hincfel;Random;
840;IL;15;5;600;7;4;7;2;2;2;2;4;7;8;7;7;7;8;6;1;2;2;2;2;2;2;2;2;1;1;9;7;5;1;1;1;3;2;3;1;2;3;6;1;8;8;7;88;88;9;7;3;1;2;1;1;3;9;2;88;1;0,01864562;
551602813;EE;300;2;6666;7;5;4;2;1;2;1;1;5;3;5;3;2;1;2;1;2;2;2;2;2;2;2;2;2;6;88;8;1;3;0;9;7;2;4;5;3;5;5;2;2;2;5;5;5;8;3;1;3;2;1;3;2;10;5;4;2;0,058694122;
1345;LT;90;5;120;3;2;1;3;1;1;1;1;2;4;6;2;2;7;6;2;2;2;2;2;2;2;2;2;2;6;5;6;2;1;4;7;6;2;3;2;3;5;3;3;3;3;4;7;3;7;4;0;2;2;3;3;3;6;3;7;2;0,667850299;
2038;NO;45;5;600;8;8;8;2;2;5;3;4;6;6;7;6;6;6;6;1;1;1;1;1;1;1;1;1;1;2;2;4;3;3;3;5;6;1;5;1;5;1;7;1;1;1;8;9;9;6;7;5;4;2;2;2;3;8;6;5;2;0,643216916;
2143;FR;90;5;510;3;4;5;4;2;1;2;2;0;3;3;0;0;0;0;3;1;2;2;2;2;2;2;2;2;6;5;7;5;6;8;8;8;1;2;5;4;1;6;3;4;2;4;3;5;8;4;1;2;1;4;3;3;6;6;1;2;0,854336821;
3729;FR;60;5;180;8;7;5;1;3;2;2;2;5;8;6;2;2;5;5;1;1;2;1;1;1;2;2;2;1;2;4;7;5;5;5;7;6;1;5;1;5;1;5;1;1;1;7;8;7;8;6;4;3;1;2;2;3;10;5;8;2;0,780097345;
2722;AT;25;1;6666;1;8;4;2;3;3;3;3;3;5;6;4;3;2;4;1;2;2;2;2;2;2;2;2;1;2;7;10;7;3;5;8;10;5;2;2;5;4;0;3;3;3;3;2;88;10;4;4;3;2;1;3;3;10;3;77;1;0,600750546;
3385;IE;90;5;180;7;8;8;2;2;3;2;3;5;5;8;5;5;8;9;1;2;2;2;2;2;2;2;2;1;2;5;8;10;9;8;9;5;2;4;1;5;3;5;1;1;1;8;8;9;8;3;4;4;2;1;2;3;9;10;5;1;0,49733297;
2721;ES;30;5;60;7;10;3;3;2;1;1;3;5;8;8;3;3;5;9;2;2;2;2;2;2;2;2;1;2;6;6;8;6;6;8;10;7;1;5;1;5;1;7;1;1;1;8;10;7;9;2;2;5;1;2;2;3;7;7;4;3;0,161835697;
21441412;NL;30;1;6666;7;4;3;2;8;1;8;1;88;6;7;88;88;88;88;1;2;2;2;2;2;2;2;2;2;6;88;3;88;88;88;88;7;8;8;3;3;3;88;3;2;2;6;7;88;3;5;1;2;2;2;3;2;7;3;2;2;0,050823011;
170218;PT;0;2;6666;10;5;0;4;1;1;1;1;0;6;6;0;0;3;6;1;2;2;2;2;2;2;2;2;1;2;7;7;1;0;8;5;8;3;1;3;3;3;5;3;2;2;5;5;5;8;7;3;2;1;2;4;3;10;8;3;3;0,553245613;
3304;FR;60;5;60;0;5;2;2;1;1;2;1;0;0;0;0;0;0;0;2;2;2;2;2;2;2;1;2;1;2;10;10;5;0;6;5;5;4;5;1;5;4;3;2;2;2;3;5;3;10;7;4;3;1;1;2;3;10;1;8;1;0,253652695;
551602505;EE;30;4;60;5;5;0;3;1;1;1;1;0;8;8;5;0;5;5;1;2;2;2;2;2;2;2;2;1;3;5;5;5;2;3;3;3;1;3;2;5;1;0;3;3;3;6;8;8;8;2;0;2;2;2;3;3;9;7;2;3;0,953133661;
551602990;EE;90;5;60;5;6;6;2;2;2;1;2;4;4;6;0;2;3;4;1;2;2;2;2;2;2;2;1;1;2;5;7;4;3;2;4;1;1;3;5;1;5;0;1;1;1;5;7;5;7;3;4;3;2;2;3;2;5;0;5;2;0,10386932;
643;NO;600;5;600;10;10;10;1;5;5;3;5;6;8;8;6;5;6;8;3;1;2;1;1;2;2;2;1;2;6;5;4;8;4;5;7;5;3;5;1;5;1;3;2;2;2;8;8;7;5;7;5;3;2;1;2;3;1;3;10;1;0,413681116;
1284;IE;0;3;6666;7;7;7;4;1;1;1;3;88;88;9;0;0;0;9;3;2;2;2;2;1;1;1;2;2;6;7;8;6;7;88;88;88;1;5;1;5;2;5;3;3;3;7;7;3;9;4;1;4;2;1;1;3;7;5;1;3;0,991400258;
599;CZ;90;1;6666;5;3;6;4;1;2;1;1;3;9;9;2;2;0;0;2;2;2;2;2;2;2;2;2;2;6;5;7;6;2;2;7;7;2;2;4;2;5;0;4;3;3;2;1;0;7;2;0;1;2;4;3;2;10;9;2;3;0,830172385;
1956;ES;180;5;10;5;7;3;3;2;1;1;1;5;7;9;0;0;88;88;1;2;2;2;2;2;2;2;2;2;6;88;7;7;6;6;5;3;2;5;1;5;1;2;3;3;3;1;8;5;9;7;4;3;2;3;3;3;10;7;3;2;0,758948054;
468;RU;180;2;6666;5;5;5;3;2;1;2;2;4;3;3;4;5;3;2;1;2;2;2;2;1;2;2;1;1;2;5;5;2;7;7;4;3;3;4;4;2;5;3;3;3;3;5;5;5;6;3;2;3;2;2;3;3;7;4;7;2;0,705419419;
417;AT;30;5;120;2;2;2;3;1;1;1;1;7;5;7;1;1;7;7;1;2;2;2;2;2;2;2;2;1;2;3;7;5;3;8;7;8;2;2;3;2;4;5;2;2;3;4;7;4;7;6;4;3;2;2;1;3;7;7;88;3;0,81483917;
100004112;GB;0;1;6666;7;5;8;3;2;1;2;2;6;5;7;5;5;3;5;1;2;2;2;2;2;2;2;2;1;2;6;10;5;7;9;8;5;2;5;2;4;4;4;8;8;8;5;5;5;10;7;1;1;2;4;3;3;10;0;1;1;0,651837537;
2672;IE;120;1;6666;2;3;3;2;2;1;2;1;7;7;7;7;5;4;88;1;2;2;2;2;2;2;2;2;1;2;3;5;6;6;6;5;7;2;4;4;4;4;5;4;4;4;3;4;2;5;4;3;4;2;3;3;2;8;5;2;2;0,409806447;
2965;AT;15;5;210;4;4;4;4;1;3;1;5;2;7;6;0;2;4;2;1;2;2;2;2;2;2;2;2;2;6;7;10;7;4;3;6;7;1;3;2;5;2;5;4;4;4;0;0;0;10;4;2;3;2;2;1;3;8;5;88;1;0,368211833;
1808;HU;15;1;6666;2;6;4;4;2;1;1;3;5;7;7;5;6;6;8;1;2;2;2;2;2;2;2;2;2;6;77;6;6;4;6;6;6;2;5;5;8;8;7;2;4;3;3;2;5;6;3;2;3;2;2;3;3;9;7;4;2;0,191145343;
100000380;GB;60;5;120;5;7;5;2;3;3;3;2;5;5;5;3;3;3;4;1;2;2;2;2;2;2;2;2;2;6;5;6;4;3;4;4;3;2;5;2;4;2;7;2;2;2;6;6;5;6;5;6;3;2;3;1;3;5;5;9;1;0,366922417;
3524;FR;60;5;480;2;6;6;2;2;1;2;2;6;7;5;1;1;5;7;1;2;2;2;2;2;2;2;2;1;6;3;5;2;2;4;6;5;4;5;1;5;1;7;1;1;1;7;8;7;6;7;3;3;2;2;2;3;7;7;77;2;0,343564317;
883;SI;30;1;6666;5;5;5;4;1;1;1;1;5;88;8;5;5;88;88;1;2;2;2;2;2;2;2;2;2;6;88;3;88;88;88;8;10;2;4;2;4;3;88;2;8;8;3;88;88;8;2;4;1;2;1;4;1;8;88;88;1;0,997539854;
551602390;EE;10;3;6666;5;5;5;3;1;1;1;1;5;0;7;3;3;0;7;3;2;2;2;2;2;2;2;2;1;2;5;7;3;0;0;7;7;2;4;2;3;4;0;2;2;2;5;5;5;5;5;0;1;2;1;3;2;5;0;4;2;0,131375102;
132;NO;360;5;8888;7;8;4;2;3;2;4;5;10;5;5;8;6;7;5;1;2;2;2;1;1;2;1;1;1;2;6;8;5;4;4;8;3;4;5;1;5;1;8;1;1;1;9;10;10;8;4;4;2;1;2;2;3;8;10;9;1;0,834595377;
893;SE;60;5;60;7;7;5;3;1;2;2;2;88;6;7;5;3;88;10;1;2;2;2;2;2;2;2;2;2;6;5;6;6;5;8;0;10;2;3;2;4;8;0;2;2;2;1;0;5;7;4;1;2;2;1;3;3;10;5;1;3;0,695900804;
977;IE;15;5;150;8;8;7;4;2;2;2;1;8;7;8;6;5;5;88;2;2;2;2;2;2;2;2;2;2;6;88;8;7;8;88;9;5;4;4;1;1;2;88;3;3;8;6;7;4;8;5;2;2;2;2;1;3;10;5;88;3;0,283437872;
551601067;EE;60;1;6666;0;0;0;3;1;1;1;1;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;6;0;5;0;0;0;5;5;2;5;5;1;5;2;1;1;1;1;1;0;3;5;0;1;2;2;2;3;0;0;7;1;0,136563308;
15;CZ;60;1;6666;8;7;10;3;2;2;2;2;5;7;8;5;5;6;7;2;2;2;2;2;2;2;2;2;2;6;3;7;5;5;5;7;5;1;3;4;2;5;4;4;4;4;5;5;5;8;5;4;3;2;1;3;3;7;7;2;3;0,191864668;
236;BE;90;5;120;10;10;0;3;1;1;1;1;0;0;7;0;0;0;7;1;2;2;2;2;2;2;2;2;2;6;5;8;4;0;2;5;7;1;4;2;5;1;0;1;2;2;0;0;2;9;7;1;1;2;2;2;3;1;1;4;2;0,57093333;
2251;BE;60;5;120;8;8;8;2;2;2;2;2;5;3;6;4;4;6;6;1;2;2;2;2;2;2;2;2;2;6;5;8;4;4;7;9;8;2;4;1;5;1;8;3;2;2;4;7;6;8;6;3;3;2;3;2;3;6;6;7;1;0,38635726;
1650;ES;60;5;120;5;5;1;1;1;2;1;2;6;4;6;5;4;3;4;1;1;2;2;2;1;2;2;2;1;3;7;7;5;6;4;5;7;4;5;1;5;3;3;2;2;3;4;5;5;8;2;4;1;1;3;3;3;7;5;7;2;0,552255411;
1945;AT;9999;2;6666;8;8;9;3;2;2;2;2;6;7;9;7;7;6;6;1;2;2;2;2;2;2;2;2;2;6;6;7;5;6;6;5;9;4;4;5;1;5;3;3;3;3;1;0;1;7;4;1;3;2;2;1;3;8;2;5;3;0,305053733;
10008676;DE;30;5;360;4;5;5;2;2;3;1;2;3;3;5;4;2;1;4;1;2;2;1;2;1;2;1;2;1;2;3;4;4;2;3;2;3;1;5;1;5;1;88;2;2;3;2;5;2;4;4;3;1;1;3;3;2;5;5;4;1;0,626733686;
10127;FI;180;5;360;7;7;7;2;4;2;4;3;7;8;9;7;7;8;8;1;2;2;1;2;2;2;2;1;1;2;8;9;7;7;9;9;7;3;4;1;5;2;6;2;2;2;8;8;8;9;5;3;3;2;2;1;3;7;8;9;1;0,464450775;
5121;IT;1080;4;240;4;6;6;1;2;3;2;3;2;2;3;2;4;5;5;1;1;1;1;2;1;1;2;1;1;1;2;9;5;5;6;6;6;4;4;1;4;3;7;1;1;1;8;8;8;8;6;4;3;1;1;2;3;4;8;77;1;0,106409717;
570;CH;240;5;600;8;7;7;3;3;3;3;4;7;8;8;7;7;7;8;1;2;2;1;2;1;2;1;2;1;1;3;9;6;6;6;6;7;1;2;1;5;2;6;1;1;1;6;8;7;10;6;4;2;2;1;1;3;9;9;7;1;0,53668033;
198;SE;60;5;180;10;10;10;2;3;3;3;3;8;9;8;7;8;8;5;1;2;2;2;2;2;2;1;1;2;6;8;9;7;8;8;8;8;2;4;2;4;3;5;2;2;2;5;5;6;10;4;6;3;2;1;2;3;10;7;2;1;0,45359852;
5318;IL;0;1;6666;5;4;4;4;2;1;2;2;5;7;3;1;1;4;6;1;2;2;2;2;2;2;2;2;2;6;3;8;3;0;1;5;7;2;2;4;1;4;7;4;3;4;6;3;2;8;4;4;3;1;3;2;3;7;5;2;4;0,584106232;
582;BE;150;1;6666;0;9;5;2;2;3;2;1;6;6;8;8;8;8;10;1;2;2;2;1;2;2;2;2;1;1;8;10;7;6;8;8;10;1;2;1;3;5;8;2;3;2;0;5;8;9;6;6;2;2;3;3;3;9;8;5;1;0,862156764;
343;ES;5;5;30;7;3;8;4;2;1;2;1;4;4;3;3;3;7;9;1;2;2;2;2;2;2;2;2;1;2;7;8;3;4;4;2;5;1;4;2;4;3;4;2;2;3;5;4;4;7;3;3;2;2;2;2;3;6;7;9;2;0,556724466;
551601328;EE;60;5;300;6;7;7;3;1;1;1;1;3;8;9;2;2;3;3;1;2;2;2;2;2;2;2;2;2;6;5;7;6;3;3;7;6;3;5;3;3;5;5;2;3;3;5;6;6;7;3;2;2;2;2;2;3;5;5;9;2;0,941830986;
1238;IL;30;5;60;9;6;7;3;3;3;3;2;0;5;6;5;0;1;0;1;2;2;2;2;2;2;2;2;2;6;6;7;5;6;7;7;8;3;4;2;4;3;3;2;2;3;2;88;88;4;4;2;2;2;2;2;3;10;0;77;2;0,663417112;
2550;PL;30;3;6666;0;10;5;2;3;3;2;3;5;5;5;0;0;0;0;1;2;2;2;2;2;2;2;2;2;6;6;10;0;5;5;9;0;2;4;2;4;4;5;2;3;2;0;10;1;9;3;1;3;2;2;2;3;0;0;5;2;0,843873648;
162688;PT;30;5;60;5;8;3;3;2;1;1;1;0;3;10;0;0;3;4;1;2;2;2;2;2;2;2;2;2;6;5;8;2;2;5;3;0;2;5;2;4;3;4;2;3;3;2;2;0;10;7;6;2;2;3;3;3;6;4;5;2;0,902727521;
10087;FI;60;5;480;8;9;9;1;4;5;5;5;9;6;10;8;7;6;9;1;2;2;1;2;2;2;1;1;2;6;7;9;7;10;9;9;10;3;5;1;5;5;1;2;3;3;7;8;9;8;5;4;3;2;2;1;3;10;3;77;1;0,476335727;
3737;IT;0;1;6666;2;2;2;3;1;1;1;1;0;5;8;0;0;0;0;2;2;2;2;2;2;2;2;2;2;6;88;3;3;3;2;4;4;8;8;8;8;8;3;3;3;3;2;3;2;3;4;1;2;2;3;3;3;10;2;88;3;0,552034277;
2053;CZ;210;5;210;4;4;4;3;2;2;2;2;1;5;5;2;1;7;8;1;2;2;2;2;2;2;2;2;2;6;10;9;6;4;8;8;8;3;3;3;3;3;7;3;3;3;5;5;5;9;5;3;3;2;1;1;3;8;8;77;2;0,979658451;
1318;IL;5;5;180;6;8;3;4;2;1;2;1;5;3;3;4;6;88;5;3;2;2;2;2;2;2;2;2;2;6;8;8;7;7;7;4;8;3;4;3;4;2;88;2;2;2;1;3;4;7;7;1;3;2;1;1;3;5;0;88;3;0,55804593;
1450;CH;120;1;6666;7;7;9;3;4;2;4;3;7;5;6;6;6;5;5;2;2;2;2;2;2;2;2;2;2;6;8;9;8;9;10;9;9;2;1;4;1;5;5;2;4;2;7;7;5;10;3;3;2;2;1;1;3;10;0;4;1;0,731906228;
10003284;DE;30;5;30;7;7;4;3;3;2;3;2;6;8;8;7;7;7;6;1;2;2;2;2;2;2;2;2;2;6;3;9;7;7;8;4;5;2;4;2;4;2;7;3;3;2;4;8;4;8;6;3;2;2;2;2;3;7;7;6;2;0,507692978;
10007167;DE;90;5;30;8;7;7;2;3;3;3;3;5;5;7;4;3;5;4;1;2;2;2;2;1;1;1;1;2;6;3;8;5;4;6;6;6;1;5;1;5;2;8;2;2;2;5;7;6;7;4;4;4;2;2;2;3;8;7;7;2;0,790090573;
408;IT;150;5;240;5;8;3;4;1;1;2;2;3;4;5;1;1;3;4;1;2;2;2;2;2;2;2;2;2;6;77;7;6;5;6;6;7;2;5;1;5;3;7;2;3;3;7;6;2;6;6;2;3;2;2;2;3;8;5;5;2;0,255253988;
364;SI;120;3;6666;4;5;5;3;2;2;1;2;3;5;7;2;2;2;2;1;2;2;2;2;2;2;2;1;2;6;7;9;6;3;3;5;5;1;5;1;5;2;3;2;3;3;3;7;5;10;6;3;4;2;2;3;3;4;4;8;2;0,715472733;
1140;BE;30;5;300;4;6;4;3;2;3;2;2;5;7;7;4;3;5;8;1;2;2;2;2;2;2;1;2;1;3;5;9;7;6;9;6;8;2;5;1;5;1;5;2;2;2;6;8;5;8;5;3;2;1;1;1;3;5;5;6;2;0,428598999;
100004339;GB;180;5;120;5;5;5;2;1;5;1;5;3;5;3;3;3;4;5;2;1;2;2;2;1;2;1;1;1;3;5;5;5;0;5;3;3;4;5;1;5;1;10;2;2;2;5;8;8;5;5;4;3;2;1;2;2;5;5;1;3;0,247338942;
551603137;EE;60;5;600;8;8;8;4;2;3;2;3;6;7;8;5;5;6;5;1;1;2;1;2;2;2;2;2;2;6;5;8;7;6;7;4;3;2;5;1;5;1;4;1;1;1;7;8;7;8;7;3;2;2;2;2;3;9;4;2;2;0,901212592;
1346;FR;75;5;210;4;7;5;2;3;1;2;2;5;6;7;3;5;5;6;1;1;2;2;2;2;2;2;2;2;6;2;8;5;5;7;5;7;2;5;1;5;1;6;1;1;1;6;6;5;9;7;4;3;2;2;2;3;6;6;10;1;0,031707698;
148;ES;210;4;120;8;7;8;3;3;1;2;1;4;4;7;4;4;3;4;1;2;2;2;2;2;2;2;2;1;2;5;10;6;4;6;7;7;1;5;1;5;1;9;1;2;2;7;6;6;10;7;6;4;1;1;1;3;10;10;77;1;0,767113848;
110594;PT;0;5;900;0;5;3;4;2;1;2;1;5;0;7;5;0;5;5;1;1;1;2;2;2;2;2;2;2;6;5;8;8;5;5;5;5;4;5;1;5;1;10;1;1;1;5;0;5;8;6;6;3;2;1;2;3;10;8;8;1;0,792290942;
1824;CZ;300;5;300;4;3;2;4;1;1;1;1;2;6;7;1;1;0;4;3;2;2;2;2;2;2;2;2;2;6;88;5;4;6;6;6;7;2;4;4;2;4;2;3;4;3;6;2;3;4;5;3;4;2;3;2;3;6;3;88;2;0,653878849;
15;IL;120;1;6666;10;8;7;1;5;1;1;5;8;7;6;8;7;4;5;1;2;2;2;2;2;2;2;2;1;2;10;8;9;8;7;8;7;4;5;4;2;4;5;1;4;1;8;8;10;9;6;2;5;1;2;3;3;10;6;1;4;0,062456305;
1580;CH;60;4;120;6;6;4;4;8;2;3;2;7;8;9;7;7;8;8;3;2;2;2;2;1;2;2;2;2;6;88;9;7;88;88;8;8;2;3;3;3;3;2;2;2;2;8;9;8;8;5;4;2;1;3;4;2;5;8;1;2;0,727386051;
160456;PT;10;5;180;5;6;5;2;1;1;1;1;5;5;7;4;4;5;7;3;2;2;2;2;2;2;2;1;2;6;5;7;5;4;5;7;8;2;4;1;3;1;6;2;2;2;6;8;4;8;7;4;3;2;2;2;3;5;3;77;2;0,889858953;
21411786;NL;40;5;600;7;8;7;2;3;2;3;3;8;8;8;7;7;6;7;1;2;2;1;2;2;2;2;2;2;6;7;9;7;7;8;7;7;2;5;1;5;1;8;2;2;2;8;8;7;9;6;6;3;2;2;2;3;7;6;9;1;0,116941352;
2978;SE;120;5;240;7;6;7;2;3;3;3;3;9;9;8;6;6;7;8;1;2;2;2;2;1;2;1;2;2;6;5;8;6;5;7;7;6;2;5;1;5;1;7;1;1;1;8;8;8;8;7;4;3;2;2;1;3;8;10;9;2;0,399571339;
10144;FI;20;5;30;6;7;7;3;3;2;3;1;7;8;9;6;5;5;8;1;2;2;2;2;2;2;2;2;1;3;5;4;7;7;9;8;7;2;5;1;4;4;4;2;2;2;6;8;5;8;4;1;3;2;1;2;3;10;8;9;1;0,914454049;
10001244;DE;45;5;120;2;3;3;3;2;4;2;3;2;6;7;1;3;3;3;2;2;2;2;2;2;2;2;2;2;6;4;8;6;2;3;7;4;2;5;1;4;2;1;3;3;3;2;2;2;8;6;4;4;1;2;1;3;9;9;8;1;0,500331735;
551601208;EE;60;5;240;5;5;4;4;2;1;1;1;5;4;7;5;3;5;8;1;2;2;2;2;2;2;2;2;2;6;7;9;7;6;5;5;3;2;4;2;4;4;5;2;2;2;5;7;7;10;4;3;3;2;2;1;3;9;7;6;2;0,132851434;
2401;IL;105;1;6666;7;6;3;4;1;1;1;1;1;9;5;0;0;0;0;1;2;2;2;2;2;2;2;2;2;6;3;8;6;2;5;5;3;1;5;1;5;1;0;1;2;3;6;9;7;9;6;1;4;2;2;3;2;10;0;2;2;0,315034046;
2999;CZ;60;3;6666;2;2;4;3;3;8;2;1;6;5;5;6;6;5;5;2;2;2;2;2;2;2;2;2;8;6;5;3;6;6;5;4;6;4;8;5;5;5;5;2;2;4;2;1;5;4;3;88;2;2;2;2;3;4;5;77;1;0,79166521;
1146;IL;45;3;6666;5;5;5;2;3;2;2;3;5;7;5;5;5;5;0;1;2;2;2;2;2;2;2;2;1;1;7;8;7;6;8;8;6;3;2;3;3;1;88;1;2;4;4;7;5;8;7;4;3;2;2;1;3;9;2;8;1;0,02673771;
3576;RU;20;1;6666;1;2;2;4;8;1;1;7;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;6;88;3;2;77;1;2;1;3;2;5;5;5;88;4;4;4;1;1;1;4;2;0;8;2;3;3;3;3;0;77;4;0,213869497;
427;SE;60;4;30;4;6;6;2;2;2;2;1;5;8;8;5;5;5;8;1;2;2;2;2;2;2;2;2;1;2;8;9;7;5;7;6;6;2;5;1;5;2;5;2;2;2;7;7;7;9;5;4;3;2;2;3;2;10;10;6;1;0,382548742;
3043;HU;10;3;6666;8;9;8;4;3;4;3;3;8;6;7;9;5;4;8;2;2;2;2;2;2;2;2;2;1;2;7;6;6;9;7;7;7;3;2;2;3;3;7;4;4;4;6;8;7;8;6;4;4;2;2;1;3;6;9;4;2;0,255959589;
3664;SE;60;5;180;7;8;8;2;4;3;4;3;9;9;10;8;8;88;9;3;2;2;2;2;1;2;2;1;1;2;4;9;10;88;10;10;8;3;5;1;5;1;88;1;1;1;8;10;10;8;6;3;3;2;3;1;3;5;7;5;1;0,416316893;
551600319;EE;120;5;480;2;7;4;3;2;2;2;2;0;5;9;0;0;0;1;2;2;2;2;2;2;2;2;2;2;6;4;9;5;3;4;5;6;1;4;2;5;2;7;2;2;2;3;5;5;9;4;3;3;2;1;1;3;7;1;4;2;0,272285538;
30851438;NL;30;5;120;8;8;7;2;4;1;3;1;8;8;9;7;7;6;6;1;2;2;1;2;1;2;2;2;1;2;4;8;7;7;8;8;7;2;4;2;4;2;5;2;2;2;5;8;7;8;7;5;3;2;2;2;3;8;6;5;2;0,487502671;
551601291;EE;60;5;600;6;8;4;3;1;2;4;2;9;10;10;3;5;8;5;1;1;2;1;2;2;2;2;1;2;6;4;9;7;6;6;8;4;4;5;2;4;4;6;2;2;2;3;10;5;9;6;5;5;2;1;2;3;9;7;5;2;0,62930106;
182840;PT;90;2;6666;1;2;1;4;1;1;3;1;0;0;5;0;0;0;5;2;2;2;2;2;2;2;2;2;1;4;10;0;1;1;5;0;6;2;4;2;2;2;4;2;2;2;10;1;4;5;2;4;1;2;2;5;2;0;0;3;2;0,996649423;
758;BE;40;4;60;7;5;5;2;2;2;2;2;6;6;8;7;7;9;8;1;1;2;2;2;2;2;2;2;1;2;7;8;5;5;5;7;8;4;5;2;4;2;7;1;1;3;7;6;5;8;2;3;3;2;3;2;2;8;7;3;3;0,889647227;
1831;ES;60;5;300;7;6;8;3;1;1;1;1;6;5;6;4;3;8;8;1;2;2;2;2;2;2;2;2;1;2;5;8;6;7;6;6;9;8;4;2;3;3;10;1;1;1;7;10;5;7;6;3;3;2;1;1;3;8;9;3;2;0,091828652;
253;IE;30;5;180;6;5;6;4;2;2;3;2;5;5;8;5;5;4;6;3;2;2;2;2;2;2;2;2;2;6;10;8;5;4;4;7;5;2;5;1;5;1;4;3;3;3;10;3;6;8;7;4;4;2;1;1;3;0;4;8;3;0,480796492;
2784;CH;15;5;60;6;7;3;2;1;3;1;3;8;9;8;7;7;6;7;3;2;2;2;1;2;2;2;2;2;6;6;9;8;8;9;6;8;4;5;2;5;4;5;1;2;2;7;8;5;9;5;4;3;2;2;2;3;10;7;7;1;0,714544696;
2093;LT;0;5;110;7;8;8;4;1;1;2;1;3;7;6;3;3;8;8;1;2;2;2;2;2;2;2;2;2;6;2;4;4;3;5;0;4;2;4;8;8;5;0;1;2;3;88;88;5;7;4;77;2;2;2;1;3;9;5;77;2;0,901415883;
533;SI;10;5;180;5;6;6;2;2;3;2;2;4;6;6;3;2;5;4;3;2;2;2;2;2;2;2;2;8;6;4;8;4;4;6;6;7;3;5;2;5;2;4;2;2;3;6;3;4;8;6;4;3;2;2;1;3;7;4;9;1;0,046904754;
10006740;DE;150;5;60;3;5;5;2;1;3;1;4;0;6;8;0;0;0;0;1;2;2;2;2;1;2;2;2;2;6;4;8;6;2;3;7;5;1;5;1;5;2;1;2;4;4;2;0;0;8;5;4;3;2;4;2;3;10;0;5;1;0,747810082;
39;IL;20;4;60;6;8;5;3;2;2;2;2;6;6;6;6;6;6;6;3;2;1;2;2;2;2;2;2;2;6;9;10;7;6;7;5;5;2;4;2;1;2;88;1;3;3;5;6;5;6;5;4;1;2;1;1;3;6;0;88;1;0,849334855;
115;IE;30;1;6666;7;7;7;3;4;2;3;3;6;7;7;4;3;6;6;1;2;2;2;2;2;2;2;2;2;6;7;5;6;6;5;6;4;3;3;4;3;2;5;4;4;4;6;6;7;8;5;3;3;2;1;2;2;6;6;3;2;0,979041531;
2321;CH;30;5;120;7;7;6;2;4;3;3;3;7;8;8;7;6;5;5;1;2;2;1;2;2;2;2;1;1;2;4;9;7;7;8;7;7;3;4;1;5;2;6;2;2;2;6;9;5;8;7;4;3;2;2;2;3;7;5;88;1;0,531828275;
2685;ES;180;5;240;0;5;10;3;5;2;4;1;0;0;10;0;5;3;8;1;1;1;1;1;1;1;2;1;2;6;3;7;0;0;0;6;2;1;3;1;5;2;10;2;2;1;9;8;5;8;3;2;2;1;2;3;3;9;9;1;4;0,101506767;
4895;IT;20;4;60;6;6;4;4;3;2;2;2;6;7;8;6;6;6;6;3;2;2;2;2;2;2;2;2;2;6;7;9;7;6;7;7;7;1;5;1;5;1;6;1;1;1;6;7;6;9;6;2;3;1;2;1;3;9;7;7;1;0,933958981;
4814;IT;60;5;60;8;8;6;1;1;3;1;3;6;6;6;4;4;4;4;1;1;2;2;2;2;2;2;2;7;6;77;8;6;5;6;6;8;2;5;2;4;7;5;7;7;7;6;6;6;8;7;2;3;2;2;2;3;8;6;77;7;0,770304289;
972;LT;0;5;150;8;8;4;3;2;2;1;2;2;4;4;1;0;9;9;3;2;2;2;2;2;2;2;2;2;6;8;7;5;3;7;7;8;2;3;5;5;5;3;1;1;2;7;7;6;8;6;3;3;2;2;1;3;10;10;9;2;0,068301888;
51741920;NL;180;5;360;8;8;7;1;4;4;3;3;7;9;8;7;6;6;6;1;2;2;1;2;1;2;1;1;1;2;2;9;7;7;7;7;8;2;5;1;5;1;9;1;1;1;7;8;7;9;7;4;3;2;1;2;3;8;6;8;1;0,552385798;
3589;IE;15;5;3;5;8;7;4;1;1;1;1;7;3;7;1;1;5;88;1;2;2;2;2;2;2;2;2;2;6;5;8;3;3;3;7;3;1;5;1;5;2;0;4;4;4;7;5;5;8;3;3;1;2;1;1;3;8;3;4;3;0,361923237;
10000781;DE;120;1;6666;5;2;7;4;2;1;3;5;10;4;7;5;8;88;88;2;2;2;2;2;2;2;2;2;2;6;2;3;1;9;8;6;5;2;3;2;2;2;9;2;3;1;1;7;7;5;7;2;2;2;2;4;3;3;1;2;4;0,782343932;
10005930;DE;120;5;60;5;7;5;2;2;3;3;4;6;6;8;4;3;5;6;1;2;2;1;2;1;1;1;1;2;6;5;8;8;5;8;6;7;2;4;1;5;2;3;1;2;2;6;5;6;8;5;5;3;2;1;2;3;8;5;10;1;0,416455658;
