"","clmt_binary","age","gndr","lr_scale","Age"
"1",1,"25-35","Male",0,35
"2",1,"50-65","Male",0,58
"3",1,"50-65","Female",0,58
"4",1,"50-65","Female",0,52
"5",1,"> 65","Female",NA,75
"6",1,"50-65","Female",0,51
"7",0,"36-50","Female",NA,47
"8",1,"25-35","Male",0,25
"9",1,"25-35","Male",-3,27
"10",1,"> 65","Male",0,89
"11",1,"18-24","Female",0,19
"12",1,"36-50","Female",NA,49
"13",0,"18-24","Male",3,20
"14",1,"25-35","Male",NA,29
"15",1,"25-35","Female",-2,25
"16",1,"50-65","Male",NA,58
"17",1,"25-35","Female",NA,27
"18",1,"25-35","Female",0,35
"19",1,"36-50","Female",0,38
"20",1,"50-65","Female",0,64
"21",1,"> 65","Male",0,66
"22",1,"36-50","Male",NA,45
"23",1,"36-50","Male",1,49
"24",0,"36-50","Male",-5,45
"25",1,"50-65","Male",NA,57
"26",1,"> 65","Female",NA,73
"27",1,"25-35","Female",NA,25
"28",1,"25-35","Female",1,26
"29",1,"36-50","Female",0,36
"30",1,"25-35","Male",-1,29
"31",1,"50-65","Female",0,65
"32",1,"25-35","Female",0,26
"33",1,"25-35","Female",NA,34
"34",1,"18-24","Male",-2,20
"35",1,"18-24","Female",0,19
"36",1,"50-65","Female",NA,52
"37",1,"18-24","Male",0,20
"38",1,"25-35","Male",1,25
"39",1,"18-24","Female",0,18
"40",1,"25-35","Female",0,28
"41",1,"36-50","Female",0,42
"42",0,"50-65","Male",NA,60
"43",1,"50-65","Female",0,57
"44",1,"36-50","Female",NA,47
"45",1,"50-65","Male",0,53
"46",1,"> 65","Female",NA,70
"47",1,"> 65","Female",NA,68
"48",1,"50-65","Male",0,57
"49",1,"36-50","Female",NA,50
"50",1,"50-65","Female",NA,62
"51",1,"36-50","Female",NA,37
"52",1,"> 65","Female",0,76
"53",1,"25-35","Male",0,27
"54",1,"50-65","Female",0,64
"55",1,"18-24","Male",0,23
"56",1,"> 65","Male",0,67
"57",1,"50-65","Female",-2,55
"58",1,"> 65","Male",0,73
"59",0,"36-50","Male",0,36
"60",1,"18-24","Male",0,18
"61",1,"50-65","Male",2,61
"62",0,"36-50","Male",2,36
"63",1,"18-24","Female",0,19
"64",1,"50-65","Female",0,55
"65",1,"25-35","Male",NA,31
"66",1,"50-65","Female",-2,58
"67",1,"36-50","Male",0,40
"68",0,"18-24","Male",0,18
"69",1,"25-35","Female",-1,25
"70",0,"18-24","Female",0,18
"71",1,"> 65","Female",0,69
"72",0,"50-65","Male",0,65
"73",1,"50-65","Female",-1,58
"74",1,"> 65","Male",0,66
"75",0,"36-50","Male",3,45
"76",1,"> 65","Female",NA,72
"77",1,"36-50","Female",2,44
"78",1,"18-24","Male",NA,21
"79",1,"36-50","Male",0,36
"80",1,"18-24","Female",3,24
"81",0,"25-35","Male",2,35
"82",1,"> 65","Female",-1,70
"83",1,"25-35","Male",-1,25
"84",1,"25-35","Male",-1,29
"85",1,"18-24","Male",3,15
"86",1,"25-35","Male",NA,35
"87",1,"36-50","Male",NA,45
"88",1,"36-50","Female",NA,36
"89",1,"25-35","Male",0,35
"90",1,"18-24","Female",NA,15
"91",1,"25-35","Male",3,27
"92",0,"25-35","Male",-5,31
"93",1,"25-35","Female",NA,25
"94",1,"> 65","Male",1,76
"95",1,"> 65","Female",NA,73
"96",1,"50-65","Male",0,51
"97",0,"36-50","Male",0,50
"98",1,"25-35","Male",-3,31
"99",1,"18-24","Female",0,18
"100",1,"50-65","Female",0,51
"101",1,"50-65","Female",0,65
"102",1,"18-24","Female",0,18
"103",1,"50-65","Male",1,52
"104",0,"> 65","Female",NA,72
"105",1,"36-50","Female",NA,44
"106",1,"36-50","Male",NA,45
"107",1,"18-24","Female",NA,18
"108",1,"> 65","Male",0,76
"109",1,"36-50","Female",0,45
"110",1,"50-65","Female",0,55
"111",1,"36-50","Male",0,49
"112",1,"25-35","Female",0,35
"113",1,"18-24","Male",-2,21
"114",1,"25-35","Female",0,26
"115",1,"36-50","Male",NA,36
"116",1,"36-50","Female",-1,45
"117",1,"50-65","Female",-1,51
"118",1,"50-65","Female",-1,64
"119",1,"25-35","Female",0,31
"120",1,"36-50","Female",-1,38
"121",1,"25-35","Female",0,25
"122",1,"18-24","Female",3,18
"123",1,"25-35","Female",-1,27
"124",1,"> 65","Female",0,79
"125",1,"50-65","Male",1,60
"126",1,"25-35","Female",2,35
"127",1,"36-50","Female",2,46
"128",1,"18-24","Male",0,17
"129",1,"36-50","Male",-3,40
"130",1,"50-65","Female",0,56
"131",1,"25-35","Female",NA,33
"132",1,"36-50","Female",0,46
"133",1,"18-24","Male",0,19
"134",1,"18-24","Male",-3,19
"135",NA,"18-24","Female",2,24
"136",1,"25-35","Male",-2,27
"137",NA,"25-35","Male",0,26
"138",1,"25-35","Female",2,29
"139",1,"25-35","Male",-5,33
"140",1,"50-65","Female",NA,59
"141",1,"18-24","Male",3,21
"142",1,"50-65","Female",NA,57
"143",1,"18-24","Female",3,21
"144",1,"25-35","Male",2,25
"145",1,"50-65","Male",-3,52
"146",0,"36-50","Male",0,36
"147",1,"36-50","Female",NA,38
"148",1,"50-65","Male",0,51
"149",0,"18-24","Male",-2,22
"150",1,"> 65","Female",3,67
"151",1,"36-50","Male",-3,43
"152",1,"18-24","Female",5,20
"153",1,"25-35","Male",4,26
"154",1,"36-50","Female",2,41
"155",1,"50-65","Female",-1,52
"156",1,"36-50","Female",-3,39
"157",1,"36-50","Female",1,50
"158",1,"> 65","Female",-1,71
"159",1,"36-50","Male",NA,45
"160",1,"25-35","Female",-1,29
"161",NA,"36-50","Female",0,48
"162",1,"50-65","Female",0,56
"163",NA,"> 65","Female",0,72
"164",NA,"> 65","Male",-4,75
"165",1,"> 65","Male",-1,66
"166",1,"36-50","Female",NA,39
"167",1,"25-35","Female",NA,25
"168",0,"36-50","Female",0,50
"169",1,"> 65","Female",NA,70
"170",1,"25-35","Male",0,28
"171",0,"18-24","Male",NA,21
"172",1,"36-50","Female",NA,50
"173",1,"25-35","Male",2,30
"174",1,"25-35","Female",-1,33
"175",1,"25-35","Female",-1,26
"176",0,"18-24","Male",2,23
"177",1,"36-50","Male",3,45
"178",0,"25-35","Male",NA,31
"179",0,"50-65","Female",NA,55
"180",1,"36-50","Female",3,46
"181",1,"25-35","Female",NA,29
"182",1,"50-65","Female",0,60
"183",1,"50-65","Female",0,64
"184",1,"> 65","Female",-1,79
"185",1,"25-35","Male",-3,31
"186",1,"36-50","Female",NA,45
"187",1,"50-65","Female",-1,55
"188",1,"50-65","Female",0,52
"189",NA,"25-35","Female",NA,35
"190",0,"36-50","Female",NA,40
"191",1,"25-35","Male",0,31
"192",0,"25-35","Female",NA,25
"193",NA,"25-35","Male",NA,34
"194",NA,"25-35","Female",NA,32
"195",NA,"25-35","Male",NA,27
"196",1,"50-65","Male",3,58
"197",1,"36-50","Male",NA,40
"198",NA,"36-50","Male",0,47
"199",1,"> 65","Male",1,69
"200",1,"18-24","Female",-1,18
"201",0,"> 65","Female",-1,79
"202",0,"> 65","Female",3,70
"203",1,"36-50","Female",NA,43
"204",1,"36-50","Female",0,50
"205",1,"> 65","Male",-1,76
"206",0,"36-50","Female",-1,45
"207",1,"25-35","Male",NA,25
"208",1,"25-35","Male",NA,27
"209",1,"36-50","Female",NA,50
"210",1,"50-65","Female",NA,58
"211",1,"25-35","Male",-5,34
"212",0,"> 65","Female",NA,85
"213",0,"25-35","Female",1,28
"214",0,"> 65","Female",-3,68
"215",1,"50-65","Female",NA,64
"216",1,"36-50","Female",0,49
"217",1,"36-50","Male",0,47
"218",1,"50-65","Male",NA,61
"219",1,"50-65","Male",NA,53
"220",1,"50-65","Male",NA,64
"221",1,"36-50","Male",NA,36
"222",1,"> 65","Female",0,68
"223",1,"36-50","Female",-1,48
"224",1,"> 65","Male",-2,86
"225",1,"> 65","Female",NA,70
"226",1,"36-50","Female",NA,37
"227",1,"> 65","Female",0,77
"228",1,"> 65","Female",-1,94
"229",1,"36-50","Female",NA,40
"230",1,"50-65","Female",NA,59
"231",NA,"18-24","Male",NA,15
"232",1,"> 65","Female",1,75
"233",1,"36-50","Male",NA,48
"234",1,"25-35","Female",NA,34
"235",1,"25-35","Female",-1,27
"236",1,"36-50","Female",NA,40
"237",1,"> 65","Female",NA,67
"238",1,"25-35","Female",NA,32
"239",1,"> 65","Female",0,71
"240",1,"36-50","Female",NA,41
"241",1,"50-65","Female",1,64
"242",1,"25-35","Male",0,34
"243",1,"> 65","Female",0,72
"244",0,"25-35","Male",0,32
"245",0,"25-35","Female",1,27
"246",1,"36-50","Female",NA,38
"247",1,"25-35","Male",1,25
"248",1,"18-24","Female",1,20
"249",1,"25-35","Female",0,27
"250",1,"36-50","Male",2,44
"251",1,"36-50","Female",3,50
"252",1,"50-65","Female",1,58
"253",1,"18-24","Female",-1,16
"254",1,"50-65","Female",0,52
"255",1,"25-35","Female",2,30
"256",1,"36-50","Male",1,37
"257",0,"36-50","Female",1,42
"258",1,"36-50","Female",1,40
"259",0,"18-24","Male",3,18
"260",1,"50-65","Female",1,51
"261",1,"25-35","Female",4,29
"262",0,"25-35","Female",1,31
"263",1,"18-24","Male",0,24
"264",1,"25-35","Male",1,26
"265",1,"18-24","Male",0,24
"266",1,"36-50","Female",-1,38
"267",1,"36-50","Female",0,37
"268",1,"25-35","Male",0,35
"269",1,"25-35","Female",1,25
"270",1,"25-35","Female",0,27
"271",1,"50-65","Female",0,54
"272",0,"36-50","Female",-1,49
"273",1,"18-24","Male",1,23
"274",1,"50-65","Male",-1,65
"275",1,"25-35","Male",NA,29
"276",1,"36-50","Female",0,40
"277",1,"18-24","Female",0,21
"278",1,"18-24","Male",0,23
"279",0,"18-24","Male",-2,21
"280",1,"25-35","Female",0,35
"281",1,"25-35","Male",-5,27
"282",1,"25-35","Female",0,35
"283",1,"50-65","Male",0,56
"284",1,"25-35","Female",0,25
"285",1,"36-50","Female",NA,44
"286",1,"50-65","Female",NA,56
"287",NA,"50-65","Female",NA,52
"288",NA,"50-65","Female",NA,60
"289",1,"25-35","Male",NA,26
"290",1,"50-65","Male",0,55
"291",1,"36-50","Male",0,37
"292",1,"25-35","Female",NA,29
"293",1,"25-35","Male",0,32
"294",1,"25-35","Male",0,35
"295",1,"36-50","Female",2,46
"296",1,"36-50","Female",0,38
"297",1,"36-50","Male",0,42
"298",1,"> 65","Male",0,75
"299",0,"50-65","Male",1,58
"300",1,"50-65","Male",-1,58
"301",1,"25-35","Female",NA,33
"302",1,"25-35","Female",0,34
"303",1,"50-65","Female",0,63
"304",1,"18-24","Female",-3,22
"305",1,"36-50","Male",-1,39
"306",1,"50-65","Female",-1,64
"307",1,"25-35","Male",0,33
"308",1,"> 65","Female",0,66
"309",1,"36-50","Female",3,39
"310",1,"36-50","Female",-1,41
"311",1,"36-50","Female",0,43
"312",1,"36-50","Female",NA,39
"313",1,"36-50","Male",NA,45
"314",1,"> 65","Female",2,66
"315",1,"50-65","Female",0,64
"316",1,"36-50","Female",0,41
"317",1,"50-65","Female",4,52
"318",1,"25-35","Female",2,35
"319",1,"36-50","Female",0,38
"320",1,"25-35","Female",2,35
"321",1,"50-65","Female",0,59
"322",0,"18-24","Female",0,17
"323",1,"18-24","Male",-1,24
"324",1,"50-65","Female",-1,59
"325",1,"36-50","Male",-1,40
"326",1,"> 65","Male",1,77
"327",1,"18-24","Male",0,21
"328",1,"18-24","Male",NA,16
"329",1,"36-50","Male",0,38
"330",1,"18-24","Male",0,23
"331",1,"50-65","Female",-2,54
"332",1,"25-35","Male",3,30
"333",1,"50-65","Female",0,65
"334",1,"> 65","Female",NA,77
"335",1,"25-35","Female",NA,29
"336",1,"18-24","Female",-1,19
"337",1,"> 65","Female",0,79
"338",1,"25-35","Male",5,29
"339",1,"18-24","Female",0,23
"340",1,"50-65","Male",NA,60
"341",NA,"36-50","Male",0,45
"342",1,"18-24","Female",2,21
"343",1,"50-65","Female",2,61
"344",1,"18-24","Female",-4,16
"345",1,"50-65","Female",NA,65
"346",0,"25-35","Male",-2,31
"347",1,"> 65","Male",NA,68
"348",0,"36-50","Male",NA,36
"349",1,"18-24","Male",0,24
"350",1,"> 65","Female",3,76
"351",0,"36-50","Female",1,42
"352",1,"36-50","Female",3,40
"353",1,"50-65","Male",1,59
"354",1,"25-35","Male",0,30
"355",1,"50-65","Female",NA,58
"356",1,"50-65","Female",NA,65
"357",1,"50-65","Female",1,58
"358",1,"36-50","Female",2,39
"359",1,"25-35","Female",NA,30
"360",1,"36-50","Male",-2,39
"361",1,"36-50","Female",0,40
"362",1,"50-65","Female",NA,56
"363",1,"50-65","Female",NA,62
"364",1,"50-65","Male",-3,56
"365",1,"25-35","Male",0,27
"366",1,"36-50","Female",NA,39
"367",1,"50-65","Female",0,51
"368",1,"> 65","Female",NA,67
"369",NA,"> 65","Female",NA,83
"370",0,"25-35","Male",-1,29
"371",1,"25-35","Male",0,27
"372",NA,"25-35","Male",-2,28
"373",1,"18-24","Male",1,18
"374",1,"50-65","Female",0,53
"375",0,"25-35","Male",0,33
"376",1,"> 65","Female",NA,70
"377",0,"50-65","Male",0,55
"378",1,"50-65","Female",0,59
"379",1,"25-35","Female",0,27
"380",1,"25-35","Male",0,33
"381",1,"25-35","Male",NA,25
"382",1,"> 65","Male",NA,82
"383",1,"18-24","Female",1,20
"384",0,"25-35","Male",NA,27
"385",1,"> 65","Female",0,79
"386",1,"25-35","Male",NA,29
"387",1,"25-35","Male",0,32
"388",1,"> 65","Female",NA,84
"389",1,"50-65","Female",-5,63
"390",1,"36-50","Female",0,43
"391",1,"18-24","Female",0,23
"392",1,"> 65","Female",-1,69
"393",1,"50-65","Male",NA,58
"394",1,"> 65","Male",-1,66
"395",1,"25-35","Female",NA,31
"396",1,"36-50","Female",NA,37
"397",1,"36-50","Male",0,49
"398",1,"25-35","Male",0,33
"399",1,"> 65","Female",NA,70
"400",1,"> 65","Male",0,84
"401",1,"> 65","Male",0,79
"402",1,"18-24","Male",NA,20
"403",1,"36-50","Female",0,45
"404",1,"50-65","Female",0,60
"405",1,"> 65","Male",-5,75
"406",1,"25-35","Male",0,27
"407",1,"50-65","Female",NA,65
"408",1,"50-65","Female",0,52
"409",1,"36-50","Female",-2,44
"410",1,"25-35","Male",NA,30
"411",0,"50-65","Male",-1,62
"412",1,"18-24","Male",NA,15
"413",1,"> 65","Female",NA,90
"414",1,"> 65","Female",3,76
"415",1,"36-50","Male",0,37
"416",0,"50-65","Male",-4,62
"417",1,"> 65","Female",0,69
"418",0,"50-65","Female",-4,59
"419",1,"50-65","Female",0,63
"420",0,"> 65","Male",0,73
"421",1,"50-65","Female",1,52
"422",1,"> 65","Female",0,82
"423",1,"> 65","Female",0,67
"424",1,"50-65","Female",3,59
"425",1,"25-35","Female",0,34
"426",1,"36-50","Female",0,39
"427",1,"> 65","Female",0,72
"428",NA,"> 65","Female",5,75
"429",NA,"36-50","Male",5,42
"430",NA,"> 65","Female",NA,71
"431",1,"50-65","Female",NA,57
"432",NA,"> 65","Male",NA,71
"433",0,"36-50","Female",NA,45
"434",NA,"50-65","Male",NA,53
"435",0,"> 65","Female",NA,91
"436",NA,"> 65","Female",NA,90
"437",0,"50-65","Female",NA,58
"438",0,"36-50","Female",-5,39
"439",0,"36-50","Female",NA,46
"440",1,"25-35","Male",5,27
"441",0,"36-50","Female",NA,39
"442",0,"36-50","Male",-5,48
"443",0,"36-50","Male",NA,50
"444",0,"36-50","Female",5,44
"445",1,"> 65","Female",0,68
"446",1,"36-50","Female",0,47
"447",1,"36-50","Female",0,49
"448",1,"18-24","Male",NA,15
"449",NA,"25-35","Female",0,33
"450",1,"36-50","Female",0,40
"451",NA,"25-35","Male",0,33
"452",1,"50-65","Male",0,65
"453",NA,"36-50","Male",0,43
"454",1,"25-35","Male",0,27
"455",1,"18-24","Female",NA,18
"456",NA,"36-50","Male",NA,50
"457",NA,"25-35","Male",NA,26
"458",1,"25-35","Female",NA,32
"459",1,"50-65","Male",NA,65
"460",1,"50-65","Female",-2,56
"461",1,"36-50","Female",0,50
"462",1,"36-50","Male",NA,44
"463",NA,"18-24","Female",NA,21
"464",1,"> 65","Female",-3,77
"465",1,"50-65","Male",0,58
"466",1,"50-65","Female",-1,55
"467",1,"25-35","Female",NA,27
"468",1,"25-35","Male",NA,29
"469",1,"50-65","Female",1,59
"470",1,"36-50","Female",1,42
"471",1,"25-35","Male",NA,27
"472",1,"25-35","Female",NA,30
"473",NA,"36-50","Female",NA,37
"474",NA,"50-65","Male",2,63
"475",NA,"36-50","Female",-1,44
"476",1,"50-65","Male",-2,58
"477",NA,"> 65","Female",1,67
"478",1,"36-50","Male",NA,38
"479",1,"18-24","Female",0,22
"480",NA,"18-24","Female",1,22
"481",1,"50-65","Female",1,51
"482",1,"36-50","Male",0,40
"483",NA,"25-35","Female",0,31
"484",1,"25-35","Female",NA,34
"485",1,"50-65","Female",NA,58
"486",1,"18-24","Male",NA,16
"487",1,"50-65","Female",NA,53
"488",1,"> 65","Female",0,70
"489",1,"25-35","Female",-1,35
"490",1,"36-50","Male",NA,37
"491",1,"36-50","Male",1,44
"492",0,"25-35","Female",1,25
"493",1,"18-24","Male",-2,23
"494",1,"25-35","Male",-3,25
"495",1,"36-50","Female",-2,42
"496",NA,"25-35","Female",0,26
"497",1,"25-35","Male",0,33
"498",1,"25-35","Male",3,31
"499",1,"36-50","Female",3,45
"500",1,"25-35","Female",-2,27
"501",1,"25-35","Male",2,35
"502",1,"18-24","Male",3,19
"503",1,"25-35","Female",0,35
"504",1,"36-50","Female",3,45
"505",1,"25-35","Female",2,25
"506",1,"18-24","Male",-3,21
"507",1,"50-65","Female",-3,65
"508",1,"36-50","Female",0,38
"509",1,"18-24","Female",-1,19
"510",1,"18-24","Male",-5,22
"511",1,"50-65","Male",-1,63
"512",1,"36-50","Male",3,39
"513",1,"25-35","Female",1,32
"514",1,"18-24","Male",0,20
"515",1,"25-35","Female",0,29
"516",1,"36-50","Female",-3,45
"517",1,"18-24","Female",-5,19
"518",0,"18-24","Male",2,23
"519",1,"25-35","Male",NA,25
"520",NA,"25-35","Female",-5,26
"521",0,"> 65","Male",3,77
"522",1,"50-65","Female",0,57
"523",1,"25-35","Male",3,25
"524",1,"50-65","Female",3,63
"525",1,"18-24","Male",0,22
"526",1,"50-65","Female",3,51
"527",1,"25-35","Female",0,27
"528",1,"> 65","Male",1,78
"529",1,"36-50","Female",3,44
"530",1,"> 65","Female",3,80
"531",1,"> 65","Female",3,68
"532",1,"36-50","Female",NA,47
"533",1,"18-24","Female",NA,22
"534",1,"25-35","Female",4,26
"535",1,"25-35","Female",3,35
"536",1,"25-35","Male",4,33
"537",1,"18-24","Female",2,24
"538",1,"50-65","Male",3,53
"539",1,"36-50","Female",4,46
"540",0,"25-35","Male",NA,34
"541",0,"50-65","Male",0,62
"542",0,"36-50","Male",NA,48
"543",1,"50-65","Female",NA,63
"544",1,"> 65","Female",3,69
"545",1,"36-50","Male",NA,49
"546",1,"> 65","Female",1,66
"547",1,"50-65","Male",0,53
"548",1,"> 65","Male",0,79
"549",1,"> 65","Female",3,66
"550",1,"50-65","Female",NA,52
"551",1,"50-65","Female",5,53
"552",1,"18-24","Male",NA,18
"553",1,"> 65","Male",NA,75
"554",1,"50-65","Female",NA,62
"555",1,"50-65","Male",NA,54
"556",0,"36-50","Female",NA,40
"557",1,"50-65","Male",NA,60
"558",1,"36-50","Female",NA,48
"559",1,"36-50","Female",0,41
"560",0,"36-50","Male",0,47
"561",0,"36-50","Male",NA,41
"562",1,"> 65","Female",0,67
"563",1,"36-50","Male",NA,46
"564",1,"25-35","Male",-1,35
"565",1,"50-65","Female",0,62
"566",1,"50-65","Female",NA,55
"567",1,"36-50","Female",NA,43
"568",1,"25-35","Male",-3,30
"569",NA,"50-65","Female",NA,60
"570",1,"50-65","Female",5,57
"571",1,"50-65","Female",0,56
"572",0,"50-65","Female",NA,58
"573",1,"18-24","Male",3,21
"574",1,"> 65","Male",-1,68
"575",1,"> 65","Female",0,71
"576",NA,"> 65","Male",-3,77
"577",1,"18-24","Female",NA,23
"578",0,"25-35","Male",2,31
"579",1,"36-50","Male",-3,40
"580",1,"36-50","Female",-2,49
"581",1,"36-50","Male",1,39
"582",1,"> 65","Female",NA,78
"583",NA,"36-50","Female",NA,37
"584",1,"> 65","Female",-2,74
"585",1,"50-65","Male",-1,56
"586",1,"50-65","Female",1,58
"587",1,"> 65","Male",NA,74
"588",1,"> 65","Female",2,74
"589",0,"> 65","Female",-3,78
"590",1,"50-65","Female",0,64
"591",0,"36-50","Female",0,39
"592",1,"> 65","Female",0,67
"593",1,"25-35","Male",-3,28
"594",1,"> 65","Female",1,67
"595",1,"25-35","Female",NA,32
"596",1,"18-24","Male",NA,16
"597",1,"36-50","Male",NA,43
"598",1,"36-50","Female",1,44
"599",1,"36-50","Female",NA,39
"600",1,"36-50","Male",NA,43
"601",1,"36-50","Female",0,47
"602",1,"50-65","Female",0,58
"603",1,"50-65","Female",1,62
"604",1,"50-65","Female",NA,56
"605",0,"50-65","Female",0,59
"606",NA,"18-24","Female",NA,24
"607",1,"50-65","Female",-3,59
"608",1,"36-50","Female",0,40
"609",1,"36-50","Male",NA,39
"610",0,"36-50","Female",NA,36
"611",1,"36-50","Female",0,42
"612",1,"> 65","Female",0,69
"613",1,"50-65","Male",0,56
"614",1,"50-65","Female",0,60
"615",0,"50-65","Female",-3,59
"616",1,"36-50","Male",0,39
"617",1,"> 65","Female",-1,82
"618",1,"> 65","Male",NA,68
"619",1,"36-50","Male",0,38
"620",0,"> 65","Male",NA,78
"621",0,"50-65","Female",0,65
"622",1,"> 65","Female",0,67
"623",1,"50-65","Female",NA,62
"624",0,"> 65","Female",0,70
"625",1,"25-35","Male",0,29
"626",1,"18-24","Female",0,20
"627",1,"36-50","Male",NA,36
"628",1,"36-50","Female",2,45
"629",1,"50-65","Female",0,65
"630",1,"> 65","Male",3,72
"631",1,"50-65","Male",NA,63
"632",1,"36-50","Male",0,36
"633",1,"50-65","Female",0,55
"634",1,"25-35","Male",NA,30
"635",1,"36-50","Male",0,41
"636",1,"> 65","Female",0,67
"637",1,"50-65","Male",0,58
"638",1,"25-35","Male",0,35
"639",1,"25-35","Male",0,30
"640",1,"25-35","Female",-2,31
"641",1,"18-24","Female",3,19
"642",1,"> 65","Female",NA,66
"643",1,"25-35","Female",0,25
"644",1,"18-24","Female",-1,21
"645",1,"18-24","Female",0,20
"646",1,"36-50","Female",NA,41
"647",1,"18-24","Female",0,21
"648",1,"18-24","Female",-2,24
"649",1,"25-35","Male",2,27
"650",1,"> 65","Male",2,72
"651",1,"25-35","Female",0,33
"652",1,"36-50","Female",0,47
"653",1,"> 65","Female",4,78
"654",1,"36-50","Female",0,38
"655",1,"> 65","Male",NA,67
"656",1,"> 65","Male",NA,70
"657",1,"36-50","Male",-2,47
"658",1,"36-50","Male",0,49
"659",1,"36-50","Female",0,50
"660",1,"36-50","Female",NA,42
"661",1,"50-65","Female",0,54
"662",1,"50-65","Male",NA,52
"663",1,"50-65","Female",NA,60
"664",1,"25-35","Female",NA,30
"665",1,"25-35","Male",NA,25
"666",1,"25-35","Female",NA,30
"667",1,"25-35","Female",NA,25
"668",1,"25-35","Male",-2,30
"669",1,"> 65","Male",5,70
"670",1,"> 65","Female",NA,77
"671",1,"50-65","Male",0,51
"672",1,"50-65","Female",NA,64
"673",0,"36-50","Female",0,38
"674",1,"50-65","Male",-3,51
"675",1,"25-35","Male",0,31
"676",1,"36-50","Male",0,38
"677",1,"25-35","Male",5,34
"678",1,"50-65","Female",NA,58
"679",1,"> 65","Female",NA,68
"680",1,"36-50","Female",NA,38
"681",1,"25-35","Male",0,32
"682",1,"25-35","Male",0,27
"683",1,"25-35","Male",NA,32
"684",1,"50-65","Male",NA,52
"685",1,"25-35","Male",0,30
"686",1,"> 65","Male",0,82
"687",1,"25-35","Male",NA,33
"688",1,"50-65","Male",NA,62
"689",1,"36-50","Male",0,39
"690",NA,"> 65","Female",NA,74
"691",1,"> 65","Female",NA,85
"692",1,"18-24","Female",NA,19
"693",0,"> 65","Female",NA,73
"694",1,"36-50","Female",0,50
"695",1,"> 65","Female",NA,81
"696",1,"36-50","Male",NA,42
"697",NA,"> 65","Female",NA,71
"698",1,"36-50","Female",NA,39
"699",NA,"18-24","Male",NA,22
"700",1,"50-65","Female",NA,60
"701",1,"25-35","Male",5,33
"702",1,"25-35","Female",1,34
"703",1,"> 65","Female",NA,69
"704",1,"25-35","Female",1,29
"705",0,"> 65","Female",3,80
"706",0,"36-50","Male",0,36
"707",0,"18-24","Female",0,19
"708",1,"50-65","Female",NA,64
"709",1,"36-50","Male",0,37
"710",1,"36-50","Female",0,42
"711",1,"18-24","Male",NA,23
"712",0,"25-35","Female",-3,31
"713",1,"25-35","Female",0,34
"714",1,"36-50","Male",0,44
"715",1,"25-35","Male",0,35
"716",1,"> 65","Male",1,79
"717",1,"18-24","Female",NA,21
"718",1,"25-35","Male",0,30
"719",1,"18-24","Male",-2,21
"720",1,"50-65","Female",NA,63
"721",1,"50-65","Female",NA,53
"722",1,"18-24","Female",NA,24
"723",1,"50-65","Female",0,51
"724",NA,"25-35","Male",-5,30
"725",0,"25-35","Male",0,26
"726",0,"50-65","Male",-5,53
"727",0,"25-35","Female",0,25
"728",0,"50-65","Male",0,54
"729",0,"50-65","Male",-5,53
"730",0,"25-35","Male",-3,29
"731",1,"36-50","Female",1,41
"732",NA,"18-24","Female",NA,21
"733",1,"50-65","Female",0,57
"734",1,"25-35","Female",-3,34
"735",1,"> 65","Male",0,66
"736",1,"50-65","Female",0,63
"737",1,"50-65","Female",-2,54
"738",1,"50-65","Male",-2,55
"739",1,"> 65","Female",-2,87
"740",1,"25-35","Female",0,30
"741",1,"25-35","Female",0,29
"742",1,"18-24","Female",3,18
"743",1,"25-35","Female",NA,30
"744",1,"> 65","Male",-4,72
"745",1,"25-35","Female",-2,34
"746",1,"25-35","Female",NA,27
"747",1,"> 65","Female",NA,67
"748",1,"25-35","Male",NA,32
"749",1,"36-50","Female",0,47
"750",1,"36-50","Female",0,47
"751",1,"50-65","Female",0,57
"752",1,"50-65","Female",-3,64
"753",1,"50-65","Male",0,51
"754",1,"36-50","Female",NA,44
"755",1,"50-65","Female",0,61
"756",1,"50-65","Male",2,59
"757",1,"> 65","Female",0,74
"758",1,"> 65","Female",1,74
"759",1,"25-35","Female",0,25
"760",1,"50-65","Male",2,59
"761",1,"50-65","Female",0,56
"762",1,"50-65","Male",1,58
"763",1,"50-65","Female",1,51
"764",1,"36-50","Female",2,39
"765",1,"50-65","Female",NA,63
"766",1,"50-65","Male",-2,64
"767",NA,"25-35","Male",-3,32
"768",0,"18-24","Female",1,20
"769",NA,"50-65","Female",-3,65
"770",1,"> 65","Male",0,76
"771",0,"> 65","Female",-2,68
"772",1,"> 65","Female",0,76
"773",1,"36-50","Female",0,42
"774",1,"> 65","Male",1,73
"775",1,"50-65","Male",-1,59
"776",1,"> 65","Female",0,66
"777",1,"50-65","Female",NA,51
"778",1,"25-35","Female",0,30
"779",1,"36-50","Female",3,43
"780",1,"36-50","Male",NA,38
"781",1,"25-35","Male",0,32
"782",1,"25-35","Female",0,27
"783",1,"> 65","Female",-1,67
"784",1,"18-24","Male",0,23
"785",1,"50-65","Female",0,61
"786",1,"> 65","Male",-2,69
"787",1,"36-50","Male",0,39
"788",1,"25-35","Female",NA,35
"789",1,"25-35","Male",NA,28
"790",1,"36-50","Female",NA,46
"791",1,"36-50","Female",-1,50
"792",1,"36-50","Male",-2,46
"793",1,"18-24","Male",0,16
"794",1,"> 65","Male",NA,82
"795",0,"50-65","Male",2,59
"796",NA,"36-50","Male",-2,49
