Gender;Age;Satisfaction;Participation;Vote;Duma;Violation;Observers;Obs_elections;Trust_Putin;Protest;Education;FO;Region;wes_total_reg
2;20;3;1;1;9;2;1;1;2;1;4;2;48;1.890360511
1;57;3;1;3;6;2;2;2; ;1;4;2;77;1.5004294
2;24;1;1;5;6;1;1;2;1;2;6;3;21;2.191537887
1;82;3;3;5;9; ;1;2; ;2;6;2;50;0.493454667
1;33;1;3;1;9; ;1;2; ;2;2;3;18;1.273496875
2;60;2;1;5; ;1;1;1; ;1;5;3;64;0.351111118
1;44;2;2;5;7;1;1;2;1;2;6;3;63;1.166558569
1;50;2;1; ;2;1;2;1; ;1;6;3;90;0.637629619
1;73;4;1;2;2; ;3;2;2;1;1;3;58;3.091252979
1;52;2;2;5;6;2;2;1;1;1;6;3;3;0.553368476
2;34;3;2;5;1;1; ;2; ;1;4;3;3;0.609881415
2;50;4;1; ;1; ;1;2;1; ;2;2;33;0.76155615
1;51;1; ;3;3; ;1;2;2; ;2;3;63;0.666091684
1;29;2;2;5; ;1;1;1;1;2;6;3;3;0.636748438
2;25;1;1; ;1;1;1;2;1;2;6;2;57;1.178620036
2;49;4;5;5;9; ;1;1;1;2;4;3;3;0.414774883
2;48;2;2; ; ;1;1;2;1;2;2;3;52;0.79325804
2;66;4;1; ; ; ; ;2;2;2;6;2;50;0.194174681
2;75;5;1; ; ;1;3; ;2;1;2;2;77;3.050317785
2;64;3;1;5;1; ; ;2;1;2;2;2;50;1.356954941
1;45;5;1;3;2; ; ;2;2;1;4;3;64;1.656281815
2;57;2;1;5;1;1; ; ;1;2;6;2;77;1.070363511
2;55;5;2; ; ;2;3;2;1;2;4;3;58;0.478787888
2;32;2;4;3;9;1;3;1;2;1;4;3;56;0.86667359
1;41;1;2; ; ; ; ; ; ;2;5;2;48;1.38088322
2;71;3; ;5;9;1; ;2;1;2;4;2;36;0.530816792
2;58;2;1;5;1; ;1;2;1;2;6;3;63;0.475698934
2;28;1;1;5;1;3;1;1;1;2;6;3;3;1.255773251
2;43;3;1;5;1;1;1;1; ;2;3;3;13;1.158676907
2;73;3;2;5;9; ;1;1;1;2;3;2;77;1.519269389
1;59;2;2; ;9; ;1;2;1;2;4;3;56;2.284583154
1;55;1;1;5;1; ;1;1;1;2;6;3;90;1.280945545
2;34;1;1;5;1;1;1;2;1;1;6;2;69;0.70070491
2;37;3; ;3;2;3;1;2;1;1;6;2;46;0.44061463
1;57;1;2;5;9; ;3;1;1;2;3;2;77;2.114241427
2;25;5;5;5;9; ;1;1;1;1;4;3;58;0.609881415
2;70; ;1; ; ; ;3;2; ;2;4;2;50;0.319817121
1;30;3;1;5;9;1;1;2;1;2;6;2;77;1.178543161
2;44;3;1; ; ; ;1;2;1;2;4;2;48;0.600397957
2;40;1;1; ; ; ;1;2;1;2;5;3;16;0.884248142
2;51;5;1; ;6;3;3;2;2;1;4;3;63;3.331683766
2;70;1;1;5;1; ;1; ;1;2;4;3;16;1.098692662
2;20;1;1;5;1;1;1;2;1;2;4;3;52;1.229532252
1;34;5;2;2;9;1; ; ; ;1;4;2;50;0.356961413
2;21;1;3; ;9;1;1;2;1;1;4;2;77;2.275713202
1;42;2;2;5;1;1;1;2;1;1;4;2;57;2.092338191
2;43;3;1;5;3;1;1;1;1;1;2;3;56;0.516945067
2;50;5;1; ;7;2;1; ;2;1;6;3;90;0.536974673
2;42;1;1;5;1;1;1;1;1;2;6;3;16;1.108694766
2;38;2;1; ;1;1;1;1;1;2;6;3;58;0.622248692
2;23;1;3; ;9;2; ;2; ;2;6;2;50;1.163992271
2;38;2;1;5;9;1;1;2;1;2;2;3;43;0.622248692
1;45;3;1; ;9; ;1;1;2;1;6;2;77;3.434113215
2;28;1;3; ;9; ;1;2; ;2;5;3;3;1.21976283
1;62;3;1; ;9;1;1;1;1;2;2;2;48;1.103761901
1;61;2;1;5;2;1;1;1;1;2;4;2;46;0.888393725
2;61;3;1;5;1;1;1;1;1;1;4;3;64;0.670303043
2;78;3;1;5;1;1; ;2;1;2;4;2;77;1.016772595
2;63;2;1;5;1;1; ;1;1;2;6;2;31;0.33944299
1;37;3;1; ;2;1;1;2;2;1;6;3;3;1.429086536
2;43;3;1;5;9;1;1;2;1;2;4;2;69;0.615272681
2;42;3;1;5;1; ;1;1;1;2;4;2;36;1.071298315
2;51;3;1;5;1;1;1;1;1;2;4;3;56;0.884125408
1;40;4;2; ;9;3;3;1;2;1;4;2;33;0.573597645
2;36;5;1; ;1;1; ;1;1;2;4;2;32;1.154286213
2;79;1;1;5;2;1;1;2;1;2;6;2;36;0.278046891
1;18;1;2;5;1;1;1;1;1;1;1;3;16;2.176827528
1;48;4;1;4;3;2;2;1;2;1;6;3;18;0.666091684
2;26;2;1;5;3;1;1;1;1; ;2;2;57;0.589310018
2;50;2;1;5;7;1; ;1;1;1;6;2;77;0.993874175
2;60;3;2;5;1;1;1;2; ;2;2;3;64;2.01090913
2;59;3;1;5;1; ; ;2;1;2;6;2;69;0.339268084
1;45;2;1;2;2;3; ;1;2;2;6;2;67;0.914624013
2;48;2;1; ;1;1;1; ;1; ;4;3;16;0.788140246
2;44;2;1; ; ; ;1;1; ;2;6;2;77;1.636634718
2;54;2;1;5;9;1;3;2;1;1;6;2;77;0.636919366
2;33;3;2;5;9; ; ;2;1;2;6;2;71;1.300654865
2;42;2;2; ;9;1;1; ;1;2;4;2;62;0.999442941
1;25;3;2;4;9;3;1;1; ;1;5;2;69;2.014238307
2;62;2;1;5;9; ; ;2;1;2;4;2;62;1.943080846
1;65; ;1;2;2;2;1;2; ;1;1;2;50;0.493454667
2;66;3;1;5;1;1;1;1;1;2;4;2;50;0.194174681
2;77;4;1; ; ;1;3;2;2; ;6;2;77;0.721580551
2;42;4;2;5;9; ;3;2;1;2;4;2;46;0.999442941
1;50;5;1;2;2; ;2;1;2;1;2;2;32;0.914624013
1;70;2;2; ; ;1;1;1;1;2;6;2;40;0.711186792
1;39;4;1;4; ;2;1;1;2;1;6;2;77;2.645063676
2;56;1;1;5;1; ;1;2;1;2;2;2;68;3.238468077
1;38;3;1;1;3;2;2;1;1;1;4;2;36;1.721116899
1;37;2;1;5;8; ;1;1;1; ;4;2;31;1.172629096
1;44;1;2; ; ;1; ;2;1;2;2;2;40;0.81457441
1;54;3;1;2;2; ;1;1;1;2;4;2;32;1.9883946
1;60;2;1; ;3;1;1;2;2;1;2;2;50;4.624887848
2;64;4;1;5;9; ;1;1;1;1;4;2;50;0.236928641
1;65;3;1;2;2;2;2;2;2;2;6;2;77;1.604000067
1;31;4;4; ;9;2;2;2;2;2;6;2;68;1.118674203
2;58;1;5;5;9;1;1;1;1;2;2;2;50;1.468597466
1;62;1;1;5;6; ;1;2;1;2;4;2;50;0.78579808
2;42;4;1; ;3; ; ;1;2;1;4;2;37;0.461193861
1;42;3;1;2;3;2;1;1;2;2;4;2;62;1.255348382
2;88;1;1; ; ; ;2;2;1;2;6;2;77;0.508386297
1;50;4;1; ;2;1; ;3;2;1;4;2;76;1.59071568
2;67;1;1;5;1;1;1;2;1;2;4;2;37;0.353877861
1;30;5;1; ;6;1;1;2;1;2;6;2;62;0.816329824
2;61;5;2;5;1;1; ;2;1;2;4;3;63;0.335151522
2;56;2;1;5;2; ; ;2;1;1;3;3;3;2.681212174
2;75;2;1;5;1; ;1;2;1;2;4;3;73;0.274673165
2;51;2;1;5;1;1;1;2;1;2;4;3;52;1.110561255
1;47;1;1;5; ; ;3;2;1;2;4;2;69;0.85394871
2;74;4; ; ; ;2; ;1; ; ;6;2;50;0.741394235
1;64;3;1;5;1;1;1;2;1;2;6;2;50;3.854073207
1;58;5;4;1;3;2;3;2;2;2;6;2;50;1.17869712
2;61;3;1;5;9;1;1;2;1;2;4;2;40;0.443590271
1;74;2;1; ;9;1; ;1;1;2;1;2;62;0.83738505
1;22;4; ;5;9; ;3;1;1;2;4;3;73;1.087395663
1;60;5;4; ;9; ; ;1;2;1;6;3;64;0.849767315
2;29;3;1;4;9; ;2;2;2;1;6;2;50;0.546031542
2;62;3;1;2;3;1;1;1;2;2;4;2;71;0.539744679
2;30; ;1;5;3;3;3;2;1;2;6;3;16;0.809179273
2;28;2;1;5; ;1;1;1; ;2;4;2;46;1.206061784
2;59;4; ;5;1; ;1;1;1;2;4;2;50;1.809273255
1;25;2;2; ;9;3;1;2;1;2;6;3;3;1.157724432
1;24;1;2;5;9; ;3;2;1;2;3;3;63;1.087395663
1;68;4;1;2;2;1;1;2;1;2;6;2;46;1.318436035
2;72;2;1;5;1;1;1;2;1;2;4;2;71;0.353877861
1;50;2;2;3;9;2;1;1;2;1;4;3;3;1.211075788
1;30;3;2;5;9;2;1;2;1;1;5;3;52;1.157724432
2;64;1;1;5;1;1;1;1;1;2;6;2;31;0.323846808
1;27;3;3;5;9; ;1;2;1;1;4;2;71;0.816329824
2;51;2;2;5;9; ;3;2;1;2;5;2;50;0.763332933
1;67;4;3; ;6;3; ;2;2;1;4;2;33;0.663774339
1;20;1;2; ;2;1;1;1;1;1;4;2;62;1.050717635
2;24;2;4;1;9;2;2;1;2;2;6;3;56;0.815660216
2;55;2;2;5;1;1;1;2;1;2;2;3;16;0.794075575
2;56;5;1; ;2;3;1;1;2;1;4;2;40;0.431795744
1;58;4;2;5;9;1;1;2;1;2;4;3;16;0.582247975
1;37;1;1;2;2;3;1;2;1;2;6;3;13;0.649584789
1;50;3;2; ;2;2;2;1;1;2;2;3;16;0.883758008
2;42;4;1;4;9; ;3;2;2;2;6;2;69;0.931299104
2;73;2;1;5;7;1;1;2;1;2;4;3;64;0.766383897
2;47; ;1;5;6;1;1;1;1;2;4;3;3;0.825473354
1;53;2;1;5;1;1;1;2;1;2;4;3;90;0.883758008
1;32;4;1; ;6;1;1;1;1;2;6;3;21;0.844825937
2;65;2;1;5;1; ;1;1;1;2;4;3;73;1.050229785
2;59;1;1;5;1;1;1;2;1;2;2;3;52;0.794075575
2;31;2;1;5;1;2;2;2; ;2;4;3;3;0.809179273
2;25;2;2; ;9; ; ;1;2;2;5;3;64;1.1088753
1;22;4;2;5;1;1;1;1;1;2;2;3;64;1.087395663
1;64;2;1;5;1;3;1;1;1;1;6;2;68;0.473040815
1;35;2;2;5;1;3;1; ;1;1;6;3;3;1.492662919
2;30;2;2;5;9;1;1;2;1;2;4;3;16;0.55443765
1;44;2;1;5;1;1;1;1;1;1;6;3;56;0.548087166
1;40;5;1;1;3;1;1;1;1;1;2;3;56;0.779501747
2;72;3;3; ;1;1;3;2;1;2;2;2;36;0.353877861
1;43;3; ;1;9; ; ;1;1;2;4;3;73;0.649584789
1;54;1;2; ;6; ;3;2; ;2;4;3;18;0.883758008
2;42;3;1;5;1;1;1;1;1;1;4;3;90;0.477293031
2;20;1;1;5;9;1;1;1;1;2;3;3;90;0.815660216
2;70; ;1;5; ; ;1;2;1;2;4;2;69;1.061633584
2;70;1;1;5;9;1; ;1;1;2;4;3;64;1.050229785
2;57;3;1; ;3;3;1; ;2;2;6;2;50;0.387701412
2;23;4;2;1;9; ;1;1;1;1;6;3;63;0.471553562
1;34;4;2; ;9; ;1;1;1;1;4;2;36;4.865562664
1;67;1;1;5; ;1;3;2;1;2;6;2;77;1.525741236
1;23;1; ;5;9;2;1;2;1;2;2;2;50;0.342190691
2;75;3;1; ;1; ;1;2;2;2;4;2;36;0.530816792
2;29;1;1; ; ;1;1;2;1;2;6;3;18;1.1088753
1;26;4;2;2;3; ;1;2;1;2; ;3;52;0.826946023
2;30;2;1; ;2; ; ;1;2;2;6;3;63;1.1088753
1;60;2;2;5;1;1; ;2;1;2;6;3;90;0.849767315
2;53;5;1;5;1;1;1;2;1;2;1;3;43;1.299681451
1;39;3;1; ; ;1;1;1;1;2;4;3;52;0.948042665
2;83;5;1; ; ; ; ;2; ;2;4;2;50;0.695057095
2;37;2;2; ;9;3;2;2; ;1;6;3;43;0.825587946
2;62;4;1; ;6; ;1;1;1;2;4;3;52;2.176355281
2;36;3;1;5;1;1;1;1;1; ;4;3;3;3.394083776
2;18;1;1;5;9;1;1;1;1;1;2;7;70;0.471553562
2;31;5;1; ; ; ;1;2; ;2;6;2;50;0.748265446
1;36;3;1;2;2;2;2;1;2;1;6;3;3;1.299169578
1;49;4;2; ;6;2;1;1;2;1;6;3;56;0.510922598
2;76;1;1;5;6; ;1;2;1;2;2;3;18;0.443065691
1;35;5; ;4;9; ;1; ;1;2;6;3;12;1.299169578
1;41;5;1;1;9; ; ;1;1;1;4;3;64;1.299169578
2;58;3;1; ;1;1;1;1;1;2;3;2;50;0.180927326
2;65;4;1;5;2;1;1;1;1; ;2;3;90;1.050229785
1;23;1;2;5;9;1;1;2; ; ;2;3;16;2.174791326
2;57;2;1;5;1;1;1;1;1;2;2;2;68;0.323846808
2;80;1;1;5;1; ;3;3;1;2;1;2;46;1.014805368
2;18;1;1; ; ;1;1;1;1;2;2;3;64;1.117756592
2;63;3;1;5;1;1;1;2;1;2;3;3;58;0.459074942
2;74;4;1;4;1;1;1;2;1;2;6;3;64;1.050229785
1;25;3;3;5;9;1;1;1;1;1;4;2;13;1.118674203
1;62;1;1;5;9; ;1;3;1;2;4;2;50;0.573420221
2;56;1;1;5;1;1;1;2;1;2;2;3;18;1.08817764
1;42;3;3; ;9; ;3;2;1;2;4;2;77;1.754710547
1;50;2;1; ; ; ;1; ; ;2;6;3;64;1.211075788
2;28;3;1;5;9; ;1;1;1;2;6;2;57;0.53573638
2;28;3;1;5;1;1;1;1;1;2;5;3;63;1.1088753
2;60;2;1;5;1;1;1;1;1;2;4;3;52;2.176355281
1;52; ;5;5;9; ; ;2; ;2;4;3;56;0.510922598
1;41;2;1;5;1;1; ;1;1;2;4;3;56;0.649584789
2;61;2;1;5;1;1;1;1;1;1;4;2;50;0.535839616
1;37;3;1;5;1; ; ;2;1; ;2;3;3;0.548087166
1;38;3;1; ;1;3;1;1;1;1;4;3;52;1.948754367
2;38;3;1;5;1;1;1;1;1;1;4;3;3;0.477293031
2;32;4;1;5;1;1;1;2;1;2;4;3;90;1.1088753
1;18;1;4;1;9;1;1;1;1;2;4;3;63;1.087395663
1;28;4;1;5;1;1;1;2;1;2;3;3;3;1.157724432
1;23;1;3;5;9;1;1;1;1; ;3;3;63;1.087395663
1;42;5;1;3;2; ;3; ;2;1;4;7;92;0.548087166
2;40;3;1;3;6; ;1;1;2;1;4;3;63;1.131361259
2;47;1;1; ; ;1;1;1;1;2;6;3;43;1.131204226
2;55;2;2;5;7; ;3;2;1;1;4;3;3;0.248989799
2;39;2;2; ;2; ;1;2;2;2;6;3;73;0.825587946
1;55;3;1; ;2; ;2;2;1;2;6;3;63;1.16449595
2;52;3;1;2;2;1;1;1;1;2;6;2;50;0.624502603
1;20;1;3;1;3;2;2;2;1;1;4;3;13;0.362465221
2;27;2;2;5;9; ; ;2;1;2;4;3;73;0.809179273
2;62;4;1; ;2; ;3;2;1;1;6;2;33;0.323846808
2;45;2;1; ;1; ;1;2;1; ;2;3;16;1.131204226
2;81;1;1;5;1;1;1;2;1;2;4;2;69;0.530816792
2;61;1;1;5;2;1;1;1;1;1;4;2;62;0.76729128
1;37;3;1; ; ;1;2;2; ;2;4;2;67;1.818907632
2;57;4;3;3;9; ;1;2;2;2;2;3;52;0.794075575
1;36;1;2;1;3;1;1;2;1;2;4;7;54;0.948042665
2;35;5;2;5;1;1;1;1;1;2;2;3;52;0.825587946
2;35;3;1; ;1; ;1;2;1;2;6;3;16;1.131361259
1;22;5;1;5;1;1;1;2;1;1;2;3;56;0.793504943
2;29; ;2;5;1;1;1;2;1;2;4;3;3;0.467806767
1;41;2;2; ;1;1;3;2;1;2;4;2;50;1.411375883
1;77;3;4; ;6;3;1;2;1;2;6;3;64;1.36445947
1;26; ;1;5;1;1;1;1;1; ;6;3;16;0.578862216
2;32;2;1; ;1;1;1;1;1; ;6;3;3;0.55443765
1;45;4;1;2;9; ;1;2;1;1;2;2;69;0.585113005
2;41;1;1;5;1;1;1;1;1; ;6;3;16;0.335678615
1;56;1;1;5;1;1;1;1;1;2;2;2;40;0.735841267
1;42;5;2; ;9;2;1;1;2;2;3;3;56;0.649584789
2;44; ;1;5;1;1;1;1;1;1;4;3;90;0.825587946
1;55;1;1;5;1;3;1;1;1;2;4;7;42;0.849767315
1;51;1;1;5;9;3; ;2;1; ;2;3;13;0.883758008
2;57;5;1;5; ;1;1;2;1;2;2;3;52;1.08817764
2;72;1;1;5;1;1;1;1;1;2;4;3;52;1.050229785
1;53;5;1;5;9; ;1;1;1;2;2;3;21;0.605537894
2;50;2;1;5;1;3;1;1;1;2;4;2;69;0.461129848
2;39;5;1;5;1;1;1;1;1;1;4;3;63;1.131361259
1;74;2;1; ;6;3;1;2; ;2;6;2;76;1.14752766
2;33;1;5; ;9;2;1;2;2;2;6;2;50;0.546031542
1;23;1;4;5;9;1; ; ;1;1;4;3;58;1.087395663
1;40;3;1;5;1;2;1;1;1;1;4;2;31;0.627674191
2;41;1;1; ; ;1;1;2;1;2;6;3;21;0.825587946
1;63;2;1; ;2;1;1;1;1;2;2;2;46;0.473040815
2;69;2;1;5;3; ;1;2;1;2;6;2;40;0.353877861
1;41;3;1;5;1; ; ;2;1;2;4;2;50;1.411375883
2;22;2;2;2;9;2; ;2;2;2;5;2;50;0.754258514
2;38;2;1; ; ;1;1;2;1;2;4;2;37;1.093200264
2;44;5;1;5;1;3; ;1;1;2;3;3;90;2.262722518
2;62;3;1; ;6; ; ;1;1;2;4;2;33;0.431795744
1;67;3;1;2;2; ;1;2;2;1;3;7;38;2.375170188
2;74;2;1; ;1;1; ;2;1;2;6;2;50;0.247131412
2;88;3;1;2;2; ;2;1;1; ;4;2;77;0.726266139
2;25;2;4;5;9;2;2;1; ;1;5;2;50;0.748265446
1;61;3;1; ;6; ; ;1;1;1;6;7;38;0.345509787
2;45;3;4; ;1;3;1;2;1;2;6;3;56;0.477226783
2;39;2;2;5;1;3;1;1;1;1;6;3;13;1.131361259
1;52;2;1; ;2;3;1;1;2;2;2;3;3;1.211075788
1;39; ;1;1;9;1;1; ; ; ;4;3;52;0.433056526
2;24;2;1; ;3;1; ;2;1;2;4;2;44;1.878903781
1;23;3;5;5;9;1;1;2;1;2;2;3;52;3.262186989
1;31;1;1;5;9; ; ;3;1;2;4;2;77;4.07746561
2;48;1;1;5;1;1;1;2;1;2;2;3;58;0.825473354
1;28;1;1;5; ;1;1;2;1;2;4;3;52;1.157724432
2;52;3;1;5;1;1;1;1;1;2;4;3;52;1.131204226
2;55;1;1;5;1;1;1;1;1;1;6;3;90;0.794075575
1;23;1;2;5;9; ; ; ;1;1;4;3;12;0.543697831
1;30;1;2; ; ; ;1;2;1;2;6;3;3;1.157724432
2;47;2;2;5;1; ;1;2;1;2;4;3;73;1.131204226
2;42;3;1;5;1;1;1;1;1;2;4;2;31;0.993385711
2;33;4;2;5;1;3;1;2;1;2;3;3;52;1.1088753
2;54;3;1;5;1;1;1;1;1;2;6;7;24;0.825473354
1;75;2;1;5;1;1;1;1;1;2;2;3;56;1.187585094
1;57;2;1;5;1;1;3;1;1;2;6;3;16;0.849767315
1;44;2;1;5;3;1;1;1;1;2;4;3;3;0.948042665
1;26;4;1;1;9;2; ; ; ;1;4;3;64;1.157724432
1;65;5;1;5;2; ;1;1;1;1;3;3;52;1.187585094
1;38;4;1;5;1;1;3;2;1;1;2;7;54;0.649584789
2;41;3;1;5;9;1;1;2;1;2;4;3;90;1.131361259
1;60;3;1;5;2;1;1;2;1;2;4;7;70;1.16449595
1;37;5;1; ;2; ;1;1;1;2;6;3;63;0.548087166
1;49;2;1;5;9;3;3;2;1;2;2;3;64;0.359330179
2;23; ;2;5;9; ;1;1;1;2;4;7;22;0.558878296
2;43;3;1; ;3;3;2;2;2;2;4;3;58;0.565680629
1;24;3;1;3;9;2;2;2;2;1;6;3;3;1.087395663
2;85; ;2;5; ; ;3; ;1;2;2;3;16;1.206646987
1;30;4;1;4;2; ;3;1;2;1;6;3;56;0.488414995
1;35;4;1; ; ; ; ;1;1;1;4;3;56;0.649584789
1;56;3;2;2;2; ;3;2;2;2;6;3;16;0.849767315
1;33;3;1; ;9;2; ;1;1;1;6;3;63;0.488414995
1;46;5;1;1;3;1;1;1; ;1;2;3;12;0.94655134
1;23;4;3;2;9;3;1;2;2;2;6;3;56;0.793504943
2;35;2;1;5;1;1;1;2;1;2;6;3;52;0.825587946
1;51;5;1;5;1;1;1;1;1;1;2;3;73;1.211075788
1;63;2;1;5;1;1;1;2;1;2;2;3;13;1.337931517
2;72;3; ; ;9; ;1; ;1; ;4;7;38;0.766383897
1;57;4;5; ;9; ;3;2;2;2;4;2;50;0.78579808
1;76;1;1;5;3;1;3;1;1;2;6;3;63;1.36445947
2;44;5;1;5;1; ; ;2;1;2;3;7;22;0.477293031
1;34;3;1;4;6; ;1; ;2;2;4;3;58;1.157724432
1;24; ;2;5;9; ;1;2;1;2;4;3;56;1.087395663
1;33;2;2; ;9;1; ;1;1;2;3;2;50;0.781228682
2;39;2;2;5;1;1; ;1;1;1;6;3;52;0.825587946
2;19;2;1;1; ;1;1;1;1;2;5;3;3;1.117756592
2;60;3;1;5;1;1;1;2;1;2;4;3;63;0.794075575
2;38;3;2; ;9; ;3;2;1;2;4;3;63;0.477293031
2;21;1;1;1;3;3;2;2;1;1;4;3;3;1.117756592
1;18;2;2;1;3; ;1;1;2;1;4;3;63;2.174791326
2;70;5;1;1; ;1;1;2;1;2;2;3;3;1.050229785
2;56;2;1;5;1;1;1;1;1;1;4;2;36;1.295387231
2;37;3;1;5;9;1;1;1;1;2;4;3;16;0.825587946
1;26;2;1;5;1;1;1;1;1;2;6;3;73;1.157724432
2;64;1;1;5;2;1;1;1;1;2;4;3;3;0.459074942
2;44;2;1; ; ; ;3; ; ; ;6;3;56;1.131361259
2;21;3;1;4;9;2; ;1; ;1;5;7;22;0.471553562
2;22;3;2;5;9;2;2;2;1;1;2;2;33;1.080054485
1;36;5;1;2;2;1; ;1;2;2;2;3;64;0.948042665
2;42;2;2;4;9;1;1;2; ;2;6;3;63;0.825587946
1;55;1;3;2;9; ;2;1;1; ;4;3;64;0.23289919
2;35;1;1;4; ;2;2;1;2;1;4;3;12;0.825587946
2;40;2;1;4;9;2;1;1;1;2;6;7;38;0.825587946
1;57;2;1;5;1;1;1;1;1;1;3;3;3;1.280945545
1;23;3;1; ; ; ;1;2; ; ;4;7;54;1.087395663
2;42;1;1;5; ;1;1;1;1;2;6;3;63;0.825587946
1;38;3;1; ; ; ;2;2; ;2;6;7;38;0.548087166
2;54;3;1;5;1; ;1;2;1;1;4;3;43;0.825473354
2;47;5;1;5;1;2; ;2; ; ;4;3;73;0.825473354
2;52;2;1; ;2;1;1;2; ;1;3;3;63;1.131204226
2;56;1;1;5;1;1;1;1;1;2;4;2;50;0.734298733
2;70; ;1; ; ;1;3;1; ;2;4;3;73;0.443065691
2;57;3;1;5;1;1;1;2;1;2;2;2;33;0.443590271
2;40;4;1;5;6;1;3;2;2;1;2;3;16;1.131361259
1;27;2;4; ;9; ;1;2;1;1;4;3;90;0.844825937
2;60;3;2;5;9;1; ;2;1;2;2;2;67;1.051473236
2;23;3;2;5;1;3;1;1;1;1;5;3;58;0.815660216
1;66;5;1;5;6;3;1;2;1;1;6;2;50;0.58478976
1;36;4;1; ; ;1;3; ;1;2;3;3;63;0.714543268
2;30;1;2;5;9;2;2;1;1;1;6;3;16;0.55443765
1;33;3;1;5;1;2;2;2;1;2;4;2;69;1.118674203
1;27;3;4;5;9; ; ;1; ;1;6;7;22;1.157724432
2;74;3;1;5;1; ;3;1;1;2;2;7;4;1.050229785
2;54;3;1;5;1; ;1;1;1;2;4;2;50;0.557026735
1;41;4;1;5;9; ;1;1;1;2;3;2;36;0.627674191
2;56;4;2; ; ; ;3;2; ;2;6;2;40;0.76729128
1;40;3;1;5;1;1;1;2;1;2;4;2;76;0.627674191
1;38;3;2;5;2; ;1; ;1;2;6;2;50;0.260112483
1;24;3;3; ; ;2;3;2;1; ;4;2;48;2.101435269
1;54;1;1;5;1;1;2;1;1;2;2;2;68;1.17022601
2;54; ;1;5;1;1; ;2;1;2;4;2;32;1.093048528
1;33;2;1;5;9; ;1;1;1;1;6;2;50;0.390614341
1;40;1;1;5;1;1;1;2;1;2;6;2;44;1.255348382
2;83;3;1;5;1;1;1;1;1;2;4;7;38;1.050229785
2;26;1;1;5; ;1;1;1;1; ;4;2;69;0.781885528
2;62;1;1; ;2;1;1;1;1;2;4;2;50;0.734298733
1;47;2;2;2;9;1;1;2;1;2;4;2;50;1.634460007
2;23;2;5;5;6;1;1;2;1;2;2;2;67;0.788147867
2;44;4;1; ;9;1;1;2;1;2;6;2;36;0.797740733
2;36; ;1;5;1;1;1;1;1;1;4;7;24;0.565680629
2;43;5;1; ; ;2;1;2; ;2;6;7;54;1.131361259
1;21;1;2;5;9;1;1;2;1;2;2;7;42;1.087395663
1;35;3;1; ;6;3;1;2;2;1;6;7;24;2.598339156
1;64;3;1;5;3; ;1;2;1;1;2;2;57;1.125217317
2;25;1;1;5;1;1; ;1;1;1;6;2;37;1.07147276
2;33;1;2; ;1;1;1;2;1;2;6;2;77;1.497691461
2;62;5;1;5;2;1;1;1;1;1;2;2;50;0.217868855
1;64;3;1;2;1;1;1;2;1;2;4;2;69;0.821104529
1;37;3;1;5;9;3;1;1;1;2;6;2;50;0.876675406
1;70;1;1;5;2;1; ;1;1;2;6;2;77;1.604000067
1;49;2;1; ;6;1; ;1; ;2;6;2;31;0.493689098
1;56;2;1; ;1; ;1;2;1;2;2;7;38;1.16449595
1;30;4;1;4;3;2;2;2;2;1;6;2;37;3.356022609
2;49;1;1;5;1;1;1;2;1;2;4;2;76;0.797630007
2;24;2;1; ; ;1;1;1;1;1;6;7;92;0.558878296
2;20;1;2;1;9;1;1;2;1;1;5;2;50;0.251419505
1;29;2;2; ;9;1;1;1;1;1;4;2;50;0.231793125
2;28;3;1;5; ;1;1;2;1;2;6;2;40;0.781885528
2;49;3;1; ;7;2;1;2;2;1;6;2;77;0.883288168
1;29;1;3;4;9;1; ;2;2;1;6;2;31;1.118674203
2;80;5;1;5;1;1;3;2;1;2;1;2;50;0.517153362
2;22;4;2;5;9;1;3;1;1; ;2;7;70;2.235513185
1;31;2;1;4;9; ;1;2;1;1;4;2;50;0.390614341
1;44;5;1;5;9; ;2;1;1;2;2;7;22;0.649584789
1;51;5;1;3;6;1;1;1;1;1;6;7;54;1.211075788
1;18;2;2;4;9;2;1;1;2;1;4;2;36;0.766739896
2;20;2;2;5;1;3;1;1;1;1;2;2;62;1.080054485
1;22;4;5; ;9;2;2;2;2;1;4;2;50;0.366885529
1;24;1;4; ; ;2;2;1;2;1;6;7;70;0.248810872
2;35;1;2; ; ;1;1;1;1;2;4;2;32;0.797740733
1;30;2;1; ;9;2;1;2;2;1;6;7;70;0.578862216
2;41;3;1;5;9;1;1;1;1;2;4;2;62;0.546600132
1;43;1;5; ;9;2;1;2;2;1;2;2;77;1.014442035
1;34;2;1;2; ;3;1;1;2;1;6;7;42;0.488414995
1;40;1;1;5;1;1;1;2;1;2;2;2;36;0.916065035
2;46;3;4; ;7;2;2;2;1;2;6;7;19;1.131204226
1;37;4;1;2;2;1;1;2;2;1;4;7;24;1.299169578
2;27;5;5;4;9; ;2;2;2; ;6;2;50;0.748265446
2;71;4;1;2;2;2;2;2;2;2;2;2;32;0.740533647
2;39;5;1;2;2;1;1;1;2;2;4;7;55;1.697041888
2;74;2;1;5;1; ; ;2;1;2;2;2;76;0.740533647
1;48;1;1; ; ; ; ;1;1;1;6;7; ;0.403691929
2;33;5;2;2;2;2; ;2; ;1;4;2;44;1.07147276
2;18;4;1;1;3;2;2;1;2;1;2;2;31;0.455647986
