Gender;Age;Satisfaction;Participation;Vote;Duma;Violation;Observers;Obs_elections;Trust_Putin;Protest;Education;FO;Region;wes_total_reg
2;56;2;1;5;2;1;1;1;1;1;6;7;22;0.54408882
2;22;1;4; ;9; ; ;2;1;2;5;2;50;0.377129257
1;20;1;1;5;9;3;1;1;1;2;4;2;50;0.733771057
1;37;3;1; ; ;2;1;2;1;1;4;7;22;1.299169578
2;64;3;1;4;6;1;1;1;2;1;4;2;69;0.443590271
1;42;3;1;2;2; ;1;1;2;1;6;7;38;0.948042665
2;46;1;2; ; ;3;3;2; ; ;6;2;50;0.226483398
2;39;2;5;2;9;3; ;2;2;2;6;2;50;1.084886855
2;48;2;1; ;9;1;1;1;1;1;6;2;77;0.883288168
1;63;5;1;5; ;1;3;1;1;2;4;2;40;2.250434634
2;28;2;2;5;9; ;1;1;1;2;6;7;55;0.55443765
2;63;2;1;5; ;2;2;2;1;1;2;2;48;1.208075633
1;39;3;2;5; ;1;1;1; ;1;5;2;69;0.916065035
1;39;2;2; ;9; ;1;2;1; ;6;7;54;1.299169578
2;62;5;5; ;1; ;3;2;2;2;4;7;4;0.794075575
1;30;3;5; ;9; ; ;2; ;2;4;2;50;0.32958085
2;66;3;1;5;6; ;1;2;1;2;6;2;48;1.014805368
2;27;2;5;5;9;1;1;1; ;2;4;2;50;0.748265446
1;21;1;1;1;2;2;2;1;2;1;5;2;77;0.374766672
1;18;2;2;5;9;1;1;1;1;2;2;2;57;0.766739896
1;54;3;5; ;9; ; ;2;2;2;2;2;62;1.17022601
1;35;4;1;1;3;2;2;1;2;1;6;2;50;0.639736107
2;65;2;1;5;1;1;1;2;1;1;6;2;50;0.814241463
2;39;4;2;5;1;1;1;2;1;1;4;2;57;1.093200264
1;42; ;1; ;6;1;1;1;2;2;6;2;50;0.369847437
2;23;1;1; ;9; ;1;2;1;2;5;2;50;0.550404861
2;24;1;1;5;1;1;1;1;1;1;2;2;32;1.080054485
2;25;1;1; ;1;2;2; ;2;1;4;2;77;1.026196001
2;76;2;1;5;1;1;1;2;1;2;6;2;37;0.740533647
2;42;3;1;5; ;2;1; ; ;2;6;2;69;1.093200264
2;51;5;2;2;2; ;1;1; ;2;2;7;24;0.825473354
1;22;5;1; ;3;1;1;1;2;2;4;2;32;0.350239212
1;40;1;2;5;9; ; ; ;1;1;4;2;50;0.219168852
1;23;1;2;5;3;1;1;1;1;2;1;2;36;1.050717635
2;35;2;5; ;9;2;3;2;2;1;6;7;24;1.131361259
1;22;2;3; ;9; ; ;1;2;2;6;2;50;0.733771057
1;64;1;1;2;2;1;1;1;2;2;2;7;22;0.849767315
2;58;4;1; ;2;3;1;2;1;2;2;7;22;1.08817764
2;51;2;1; ;2;1;1;2; ;2;4;2;50;0.763332933
2;51;5;1; ; ;2;1;2;2;2;2;2;71;0.546524264
1;52;1;2;5; ; ;1;2;1;2;6;2;44;0.585113005
2;28;1;1; ; ;1;1;1;1;1;6;2;62;1.07147276
2;56;2;1;5;1;1;1;1;1;2;4;2;37;0.76729128
2;70;1;1;5;9;1;3;2;1;2;1;2;46;1.014805368
2;30;2;1;5;9;1;1;2;1;2;6;2;32;0.53573638
2;25;5;5;1;9;2;1;2; ;1;4;2;46;0.357157587
2;73;2;1;5;2;1; ;2;1;2;2;2;40;1.014805368
2;66;4;1; ;2;1;1;2;1; ;1;2;33;2.029610736
2;66;1;1;5;1;1;1;2;1;2;4;2;46;1.014805368
1;58; ;1; ; ; ;3;2;1;2;6;2;77;1.572814943
1;56;2;1; ;2;2;1;2;1;1;6;7;54;0.849767315
2;19;3;1;5;1;3;1;1;1;1;5;7;38;1.117756592
1;43;2;1;5;1; ; ;2;1;2;3;7;92;0.548087166
2;28;5;1;4;9;3;1;1;2;1;6;7;22;0.467806767
2;74;3; ;5;1;1;1;2;1;2;2;2;50;0.708691644
1;27;2;1;5;1;1;1;1;1;2;6;2;69;0.471940679
2;52;4;1;5;1;1;1;1;1;2;4;2;31;1.093048528
2;29;3;1;2;9;2;1;1;2;2;4;2;50;0.748265446
1;23;2;5;5;9; ;1;2;1;2;4;2;50;1.467542114
1;34;3;3; ;9;1; ;2;1;2;5;2;50;0.32958085
1;45;2;1;5;2;3;3;2;1;2;6;2;36;0.390075337
1;18;3;2; ;5; ; ;2; ;2;2;2;50;0.733771057
1;26;1;2; ;1;1;1;2; ;2;4;7;42;1.157724432
1;31;3;5; ;9;2;2;2;1;2;4;7;38;1.157724432
2;22;1;1;5;9;1;1;1;1;1;5;7;54;1.117756592
2;23;2;2;4;9;2;1;2;2;1;6;2;77;1.509686891
1;75;3;2; ;2;2; ;2; ;2;6;2;50;0.58478976
2;27;1;2;5;1;1;1;1;1;1;4;2;69;1.07147276
1;40;2;1;5;3;1;1;2;1;2;6;2;48;0.916065035
1;67;5;1; ;1;1;1;2; ;2;2;2;57;1.14752766
1;59;4;1;5;7;1; ;1;1; ;6;2;71;0.562608659
1;49;4;2;5;1;3;1;2;1;1;4;2;37;1.17022601
2;35; ;1;4;9;3;2;2;1;1;4;2;36;1.639800396
2;20;2;2;5;9;3;1;1;1;1;5;2;50;0.550404861
1;32;4;4;1;9;2;2;1;2;1;4;2;50;0.781228682
2;22;2;2;5;8;1;1;1;1;1;5;2;77;1.034415092
2;40;4;1;1;3; ;2;2;2;1;4;2;44;1.093200264
2;20;2;1;5;1;1;1;1;1;1;5;2;57;1.080054485
1;36;1;5;5;9; ; ;2;1;1;6;2;71;0.896677416
1;35;3;1; ; ; ;1;1; ;1;4;2;69;0.627674191
1;78;4;1;5;1; ;3; ;1;2;6;2;50;0.58478976
2;31;3;4;5;9;2;1;2;1;2;6;2;50;0.748265446
1;26;3;3; ;9;1;1;1;1;1;4;2;62;0.372891401
2;41;3;2; ;3; ;2; ;2; ;4;2;50;0.557104061
2;63;1;2;4;1;2;2;2;1;1;6;2;62;0.76729128
2;62;1;1;5;1;1;1;2;1;1;4;2;77;1.469736372
1;52;1;2;5;1;1;1;2;1;2;2;2;50;0.817230004
2;40;1;1; ;2;2;1;1;2;2;6;2;69;0.461193861
1;56;3;1;5; ;1;1; ;1;2;1;2;36;1.125217317
2;32;3;1;4;8; ;3;2;2;2;6;2;36;1.07147276
2;72;3;1; ;1; ; ;2;1;2;1;2;36;1.116285905
2;31;3;1; ;9; ;1;2;2;2;2;2;36;0.53573638
1;45;3;2;5;9; ;3;2;1;2;6;2;36;1.17022601
2;63;2;2; ;7;2;1;1; ;2;6;2;50;0.734298733
2;44;3;3;5;9;3; ;2;1;1;4;2;69;1.093200264
1;38;4;1; ; ; ; ;2; ;2;2;2;57;0.287240731
1;31;3;1;5;9;1;1;1;1;2;4;2;50;0.781228682
1;65;3;1;5;9; ;2;1;1;2;2;2;77;2.198074166
1;42;5;2;2;9;2; ;2;2;2;2;2;50;0.876675406
2;50;2;1;5;1;1;1;1;1;2;4;2;48;0.461129848
2;57;1;1;5;1;1;3;1;1;2;4;2;77;1.469736372
1;32;2;5; ;9; ;1;2;2;1;6;2;50;0.390614341
1;49;4;1; ;2;2; ;2;2;2;4;2;37;1.17022601
2;63;2;1;5;1;1;3;1;1;2;4;2;46;2.102946472
2;23;2;2; ;9;1;2;2;2;1;5;2;62;0.455647986
1;32;1;1; ;2;2;1;1;2; ;4;2;50;0.570085795
1;72;2;2; ;1;2;1;3;2;2;6;2;68;1.14752766
1;24;2;5; ;9;2;2;2; ;2;5;2;50;0.244590352
2;41;3;2; ;6; ;1; ;1;1;6;2;44;0.797740733
2;32;1;1; ;1;1;1;1;1;2;4;2;48;1.07147276
2;46;1;1;5;1;3;1;2;1;1;4;2;69;1.093048528
2;70;4;1;2;2;2;3;1;2;1;6;2;50;0.517153362
2;55;1;1;5;1;1;1;1;1;1;6;2;32;0.76729128
1;30;4;5; ;9; ;1;2;2;2;6;2;77;0.903996175
1;25;2;1;5;9;1;1;1;1;1;4;2;57;0.559337102
2;20;1;1;5;1;1;1;2;1;2;5;2;50;0.754258514
2;39;3;1;5;9;1;1;2;1;2;4;2;50;0.381719449
2;52;4;1;5;9;1;1;1;1;2;2;2;50;0.763332933
1;35;3;1; ; ; ; ;2; ;2;4;2;67;1.255348382
2;50;4;1; ; ;1;1;2;1;2;4;2;50;0.763332933
2;58;3;1;5;1; ;1;2;1;2;6;2;46;1.051473236
1;30;4;1;5; ; ;1;1;1;1;3;2;69;0.559337102
1;38;3;1; ;2; ;1;2; ;2;6;2;50;0.260112483
1;73;3;1; ; ;2; ;2; ; ;6;2;68;1.318436035
2;25;1;2;5;2; ;1;2; ;2;2;2;36;1.07147276
2;20;2;2;5;1;1;1;2;1;2;2;2;50;0.754258514
2;30;1;1; ; ; ;1;2;1;2;6;2;77;2.052392002
2;35;3;1; ; ;1;1;1;1;2;6;2;50;0.322075785
2;59;4;1;5;3; ;1;2;1;1;4;2;50;0.734298733
1;47;1;3;5; ; ;3;2;1;2;6;2;50;0.242474836
1;48;1;1;5;1;1;1;1;1;2;3;2;44;0.85394871
1;36; ;2;5;9;2;2;1;2;2;1;2;50;0.876675406
2;43;5;1; ;1;1;1;1;1;2;4;2;76;1.093200264
2;65;3;1;5; ;1;1;1;1;2;4;2;36;0.740533647
2;19;2;3;5;9;1;1;1;1;1;4;2;46;1.080054485
1;26;3;1;4;3;1;1;1;2;1;5;2;50;0.156245736
2;54;5;1;2;2; ;1; ; ;1;4;2;67;0.797630007
2;39;3;1; ; ;2;1;2;1;2;4;2;46;1.093200264
1;18;1;1; ; ;1;1; ;1; ;2;2;44;0.766739896
1;28;1;2;1;9; ;3;1;1;2;4;2;67;1.118674203
2;49;4;1;5;1;1;1;2;1;2;4;2;69;0.797630007
1;73;2;1;5; ;1;1;2;1;2;1;2;32;2.295055321
2;22;2;2; ;9; ;1;2; ;2;5;2;76;1.080054485
1;44;1;1;5;9; ;3;2;1;2;4;2;50;0.369847437
1;36;3;1; ;8; ; ;2; ;1;6;2;46;0.916065035
1;27;3;2; ;2;1;2;1; ;1;4;2;57;1.118674203
2;44;3;1;3;6;2;1;2;1;2;6;2;44;0.797740733
1;29;3;1;4;2; ;2;1;1;1;6;2;76;0.559337102
1;23;1;2; ;9;1;1;2; ;2;4;2;57;1.050717635
2;38;4;2; ;9;1;1;1;2;2;6;2;50;0.557104061
1;28;1;2;5;2;3;2;1;2;1;5;2;69;0.471940679
1;26;3;1; ;7;2;3;2;1;2;6;2;77;1.563669059
2;25;3;2;5;1; ;1;2;1;2;4;2;33;1.07147276
1;47;1;2;5;1;1;1;2;1;2;4;2;57;1.17022601
2;58;2;1;5;1;1;1;2;1;2;2;2;67;1.051473236
2;50;5;1;5;9;1;1;1;1;1;4;2;50;0.557026735
1;23;3;4;5;9;1;1;2;1; ;2;2;50;0.244590352
1;41;5;5; ;9; ;3;1; ; ;4;2;50;0.292225135
2;23;2;2;5;9;1;1;2;1;1;2;2;76;1.080054485
1;38;1;1;5;6; ;1; ;1; ;6;2;48;0.418449461
2;59;5;1; ;2;1;1;1;2;2;4;2;71;1.051473236
2;59;1;1;5;1;1;1;1;1;1;4;2;68;1.051473236
2;20;1;1;4;1;2;1;1;1;1;5;2;36;1.080054485
2;54;5;1; ; ; ; ; ;1; ;4;2;50;0.763332933
2;60;3;1;5;1;1;1;2;1;2;4;2;69;1.051473236
2;20;4;3; ;9;2;1;1;1;2;4;2;77;2.068830184
1;64;3;1;5;6; ;3;1;1;1;2;2;37;1.125217317
2;57;3;1;5;1;1;1;2;1;2;4;2;62;2.102946472
1;40;2;1;5;1;1;1;1;1;2;6;2;77;1.754710547
2;39;5;4; ;9;2;3;2;1;1;4;2;69;1.093200264
1;36;2;1;5;1;1;1;1;1;1;6;2;37;0.627674191
2;26;2;1;4;6;2;2;2;2;1;6;2;77;2.052392002
2;49;2;1;5;1;1;1;2;1;1;2;2;36;1.093048528
2;26;3;2; ;9;3;1;2;1;2;6;2;40;1.07147276
1;25;2;4; ;9;2;3;1;1;1;1;2;71;1.285285255
2;22;1;1;5;9;3;1;2;1;2;4;2;50;0.754258514
1;40;5;1; ;3; ; ;2; ;1;4;2;67;1.255348382
1;22;1;3; ; ; ; ;2;1;2;6;2;50;0.524122184
1;33;1;2;5;1;1;2;2;1;2;4;2;77;2.142805747
1;47;1;2; ; ;2;1;1; ;1;4;2;77;1.635727541
1;22;5;1;5;9;2;2;1;1;2;3;2;48;0.525358817
2;24;3;2; ; ;2;2;2;2;2;6;2;31;0.455647986
2;60;1;5; ;9;2;2;2;2;2;4;2;77;2.014083177
1;54;3;2; ;9; ; ;1; ;2;4;2;36;0.493689098
1;50;2;2;5;2;3;1;2;1;1;4;2;57;0.347209915
2;45;3;1; ;1;3; ;1;1;2;4;8;65;0.444224502
1;40;4;1; ;8;1;1;1;1;2;2;8;27;1.115497083
1;65;2;1;5;1;2;1;2;1;2;4;8;27;0.686945106
2;70;3;1;5; ;1;1;1;1;1;1;8;27;0.274673165
2;49;3;1;5;4;3;1;1;2; ;6;8;28;0.475954824
2;60;3;1;3;6; ;1;2;1;2;6;8;27;2.01090913
2;53;3;1;5;1;2;1;1;1;1;4;8;25;0.74037417
2;38;4;1;5;1; ;1;1; ; ;4;8;25;1.028062419
1;52;4;1; ;7;3;3;1; ;1;6;8;25;1.469860485
2;38;5;1;2;6;2;1;2;2;1;5;8;25;1.028062419
2;68;3;1;5; ; ;1;2;1;2;4;8;25;0.28775284
1;54;1;1;2;9;2;1;2;2;1;4;8;28;2.057804679
2;65;3;1; ; ;1;1;1;2;1;4;8;28;0.235434142
2;40;3;1;5;1;1;1; ;1; ;4;7;38;1.131361259
2;54;1;2;5;9; ;1;2;1;2;4;8;25;0.74037417
2;59;3;1;2;2;2;1;1;1;1;6;8;25;0.446868696
1;35;1;1;2;2;2;1;2;2;1;6;8;25;0.548087166
2;60;2;1;5;1;1;1;2;1;1;6;7;42;0.794075575
1;54;3;3;4;3;1;1;1;1;2;2;8;25;3.086707018
2;74;4;1;5;6; ; ;2;1;1;4;8;28;0.549346331
2;51;3;1;5;1; ;1;2; ;2;6;8;91;0.832920941
1;47;2;1; ;9;2;1;1; ;1;4;8;65;0.374146305
2;53;3;1;5;1;1;1;1;1;2;4;8;25;1.131204226
1;28;2;5;5;9; ;1;2;1;2;3;7;38;0.578862216
1;75;3;1;5;2;3;1;1;1;1;4;8;25;0.686945106
2;81;1;1; ;6; ;1;1;2;2;4;8;25;0.183115444
2;67;4;5; ;6; ;3;2; ;2;4;8;25;2.10045957
1;66;1;1;5;9; ;1;1;1;2;6;8;65;1.187585094
2;61;5;1;5; ;1;1;2;1;2;3;8;27;0.309370635
1;25;1;1; ; ; ;1;1;1;2;6;8;27;1.157724432
2;28;3;2; ;9;3;1;2;2;2;6;7;24;0.467806767
2;45;3;1;4;2;2;1;1;2;1;6;8;25;0.565602113
2;25;3;2;1;3;1;1;2;1;2;6;8;27;1.1088753
2;24;4;5; ;9;2;2;2; ;2;6;8;27;1.117756592
2;51;5; ;4;9;2;3; ; ;1;4;8;14;0.951909647
2;62;1;1;5;1;1;3;1;1;1;4;7;38;0.459074942
2;75;1;1;5;9;1;2;2;1;2;4;8;27;1.098692662
1;54;4;1;2;2;2;1;2;2;1;2;8;25;0.605537894
2;77;2;2;5;1;1;1;2;1;2;1;8;25;0.549346331
2;74;2;1;5;1;1; ;2;1;2;4;8;25;0.766383897
2;24;1;1;4;6;3;1;1;1;1;6;8;27;0.815660216
2;40;2;1;1;3; ;1;1;2;1;6;8;28;0.477293031
2;27;4;2; ; ;3;1;1;1;1;6;8;25;1.1088753
2;45;4;1;4; ;1;1;1;2;2;6;8;28;0.477226783
2;45;2;3;5;9; ;1;1;1;2;4;7;42;0.477226783
2;77;4;1;5;1; ;1;1;1;2;4;8;27;0.274673165
2;45;2;1;5;1;1;1;1;1;2;2;8;25;0.475954824
2;23;3;2;5;9;1;1;1;1;2;6;7;54;0.815660216
1;52;2; ; ;1;1;1;2;2;1;4;8;65;1.646243743
1;18;1;2;5;9;1;1;1;1;1;2;8;79;1.087395663
2;25;2;3; ;7;2;3;2;2;1;6;7;55;0.55443765
2;48;3;1; ;1;2;1;1;1;1;6;7;38;0.565602113
2;21;3;1;5; ;1;1;1;1;2;4;8;25;1.822961061
2;73;2;1; ;1; ;1; ;1;2;6;8;25;0.549346331
2;51;1;1;5;1;1;1;1;1; ;4;7;24;1.131204226
2;59;3;1; ;1;3;1;2;1;1;4;8;25;0.268121217
1;28; ;2;5;9;1;1;1;1;2;4;7;54;0.578862216
2;34;3;1;5;1;2;1;1;1;1;6;8;25;3.3266259
1;20;1;4; ;9;2; ;2; ;1;5;8;25;1.087395663
2;26;1;2;5;1;1;1;2;1;2;6;7;19;1.21976283
1;29;4;1;5;9;1;1;1;1;1;5;8;91;1.258851942
2;58;2;1;5;1; ; ;2;1;2;2;8;14;0.335151522
1;33;2;2;5;9; ;3;2;1;2;4;7;54;2.315448864
1;18;2;2;5;1; ;1;1;1;1;1;7;19;2.174791326
1;67;2;1; ;1;1;3;3;1;2;6;7;92;2.375170188
1;74;3;3; ;6;1;2;2;1;1;6;7;24;0.86661615
1;27;5; ; ;9;1;1; ; ;2;4;7;54;1.157724432
2;22;1;2;5;9;3;2;2;1;2;5;8;25;1.117756592
1;21;2;1;5;9; ;1;1;1;2;6;8;79;0.543697831
2;47;1;1;5;1;3;1;2;1;1;4;7;38;0.825473354
2;25;1;4; ;9; ;3;1; ;2;6;8;28;0.55443765
1;19;3;3;5;9;2;1;2;1;1;2;7;92;1.087395663
1;75;2;1; ;1; ;1;2;1;2; ;7;54;0.86661615
1;50;1;5; ;9; ;3;2;2;2;5;8;25;0.510922598
2;35;3;1;5;1;1;1;1;1;2;4;8;25;0.565680629
2;56;1;2;5;9; ;1;2;1;2;4;7;55;0.54408882
1;23;1;1;1;3;2;2;1; ;1;6;8;27;0.398711743
2;43;3;1; ;9;3;3;2;1;1;5;8;91;0.37712042
2;48;4;2; ; ; ;3;1; ;2;6;7;54;1.131204226
1;40;5;1; ; ; ;1;2;1;2;6;7;22;0.548087166
1;72;1;1;5;1;1;1;1;1;2;4;7;24;0.86661615
2;52;2;1; ;6;3;1;2;1;2;4;7;92;1.131204226
1;23;2;2; ;9; ;3;1;1;1;5;7;70;0.793504943
1;41;2;3;5;9; ;1;2; ;2;4;7;38;1.299169578
1;33;1;4; ;9; ; ;2; ;1;6;8;25;1.157724432
1;62;4;1; ; ;1;1;2;1;2;6;8;25;0.849767315
2;63;3;2;5;1; ;1;2;1;2;4;7;38;0.794075575
2;26;3;2;5;9;2;3;2;1;1;6;7;22;0.55443765
2;31;2;1;5;1;1;1;2;1;2;2;7;55;1.1088753
2;60;1;1;5;1; ;1;1;1;1;4;8;65;2.176355281
1;31;3;2;5;9;3;2;2;1;2;6;8;65;1.157724432
2;55;2;1;5;1;1;1;1;1;2;6;7;22;0.54408882
2;34;3;2; ; ;1;1;2; ;2;4;7;22;3.3266259
2;64;2;1;5;1;1;1;2;1;1;4;8;14;0.459074942
1;48;2;1;5;2;1;3;2;1;2;6;7;54;0.510922598
2;60;1;1;5;9;1;2;2;1;2;6;8;28;0.54408882
2;42;4;2;5;9;1;1;1;1;2;4;7;38;1.131361259
2;53;3;1;5;6;1;1;2;1;2;4;7;38;1.131204226
2;20;2;2;5;9; ;1;1;1;1;4;7;38;0.558878296
2;26;1;1;5;9; ; ;2;1;1;6;8;91;0.809179273
1;30;3;2; ;1;1;1;1;1;2;6;7;4;1.157724432
2;39;2;1;5;9;1;1;1;1;1;2;8;28;0.565680629
2;45;1;1; ; ;1;1;2;1;2;4;8;25;0.565602113
2;24;3;2; ;3;1;3;2; ;2;6;7;38;0.798397566
1;39;2;1; ;1;2;3;2;1;1;4;7;38;1.299169578
1;48;4;1; ;3;2; ;2;1; ;3;8;91;0.359330179
1;51;1;1;5;9; ;1;2;1;2;4;8;91;1.211075788
1;54;2;2;5;9;1;1;2;1;1;4;7;22;0.883758008
1;60;2;1;5;1; ;1;1;1;2;4;8;28;0.849767315
2;22;2;5;5;9;2; ;1;1;1;5;7;54;0.471553562
2;39;3;1; ;1;1;1;1; ;2;4;8;27;0.565680629
1;65;2;1;5;1;1;1;2;1;2; ;7;24;0.86661615
2;21;2;1;5;9;1;1;2;1;1;4;8;65;2.235513185
1;50;1;1;5;1; ;3;1;1;2;6;8;25;0.403691929
2;72; ;1;5;1;1;1;1; ; ;2;7;42;1.050229785
2;54;1;1;5;1;3;1;1;1;2;4;7;24;0.477226783
2;20;4;1;3;1;1; ;1;1;2;2;8;28;0.372585531
1;19;3;5; ;9; ; ;2;1;2;2;7;42;0.543697831
1;70;2;2;5;1; ;3;1;1;2;6;7;38;0.86661615
2;55;4;1;1;3; ;1; ;1;1;4;7;92;1.08817764
1;25;2;1; ;6;2;1;1;2;1;6;7;24;1.157724432
1;29;4;1;5;1;1;1;1;1;1;2;8;27;1.157724432
2;60; ;1;5;1;1; ;2;1;2;1;8;25;1.08817764
1;27;1;1;1;1;1; ;2; ;1;4;8;79;1.157724432
2;56;3;2;5;1;1;1;2;1;2;4;7;38;1.08817764
2;36;1;1; ; ; ;1;2;1;2;4;7;4;0.825587946
1;44;2;1; ;2; ;1;1;1;2;6;8;49;1.299169578
2;56;3;1;5;6;2; ;2;1;2;4;7;24;0.794075575
1;41;3;2;5;1;3;1;2; ;1;4;8;27;0.948042665
2;51;2;1;5;1;1;3;2; ;2;6;7;22;0.825473354
2;72;4;4;5;9; ; ;2;1;2;4;8;28;1.206646987
2;44;1;2;5;9;1;1;2;1;1;4;7;4;0.477293031
2;65;5;1;5;1; ;3;2;1;1;4;8;25;0.766383897
2;57;2;1;5;1;1;1;1;1;2;4;7;42;0.54408882
2;36;2;1;4;1;1;1;1;2;1;6;7;24;0.825587946
2;22;3;1; ;2;1;1;1;2;2;3;8;28;1.117756592
1;28;2;1; ;3; ; ;2; ;2;6;7;92;0.385908144
2;38;1;1;5;9;1;1;1;1;2;4;7;54;0.825587946
2;29;1;2;4;9;3;1;1;1;2;5;8;25;1.1088753
2;66;2;1;5;1;1;3;1;1;2;4;8;27;0.766383897
1;42;1;1;5;3; ;1;1;1;2;4;8;25;0.948042665
2;67;2;1; ;6; ;1;1; ;2;4;8;27;0.525114893
1;44;3;1; ;2; ;1;2;2;2;6;7;24;0.385467897
2;48;5;1; ;1;3;3;2;2;1;4;7;70;1.131204226
1;22;1;1;1;9;3; ;2; ;2;6;7;92;1.087395663
2;70;1;1; ;2;1;1;1;1;2;4;7;19;0.525114893
1;42;4;1;5;1;1;1;1;1;1;6;8;25;1.299169578
2;50;3;1; ; ;1;1;2;1;2;4;7;22;1.131204226
2;39;3;1;1;3; ;1;2;2;2;4;7;55;1.131361259
2;66;3;1;5;6;2;1;2;1;1;6;7;54;0.766383897
2;28;2;1;5; ;1;1;1;1;1;6;8;25;1.1088753
2;40;5;1;4;9;1;2;2;1;1;4;7;22;0.565680629
1;59;1;1;5;1;1;1;2;1;2;4;7;42;0.582247975
1;42;3;1; ;3;2;1;2;2;1;6;7;42;0.866113052
2;37;1;1;5;1;1;1;1;1;2;4;8;27;1.131361259
1;59;4;1;2;9;3;2;2;2;1;1;7;22;1.16449595
2;56;3;1;5;1;1;1;1;1;2;2;7;42;1.08817764
1;37;4;1;5;1;1;1;1;1;1;4;7;92;1.299169578
1;43;5;1;1;1;2;2;1;2;2;3;7;22;0.948042665
1;25;3;5; ;1;1;1;2;1;2;3;7;66;1.157724432
1;66;4;1;5;2;2;2; ;1;2;6;7;24;0.395861698
2;52;2;1;5;6;1;1;2;1;2;3;7;42;0.825473354
2;60;3;1;5; ;1; ;2;1;2;4;7;42;1.08817764
2;32;2;1; ; ;2;3;1;2;1;6;7;38;0.55443765
2;42;4;1;5; ;1;1;1;1;2;4;7;4;1.299861872
2;57;3;1;5;1;1;1;1;1; ;4;7;54;1.08817764
2;75;2;1;5;1;1;1;2;1;2;2;7;55;1.050229785
2;71;3;1;4;2;1;1;2;2;2;4;7;38;2.10045957
1;35;2;1;2;2;3; ;1;1;1;4;7;24;0.649584789
2;49; ; ; ; ; ; ;2; ;2;6;7;55;0.565602113
2;25;1;1;1;3;1;1;1;2;1;2;7;22;1.1088753
1;52;5;1;2;2; ;1; ;2;2;4;7;54;1.211075788
1;20;1;1; ; ;2;1;2;1;1;5;7;42;1.087395663
1;64;3;1;2;2;1;1;1; ; ;2;7;22;1.16449595
1;54;4;1;5;1;3;1;1;1;2;6;7;22;0.605537894
2;23;2;1;5;1; ;1;1;1;2;4;7;38;1.117756592
1;26;4;2; ;3;1; ;2;2; ;4;7;70;0.488414995
1;33;5;1; ;9;2;2;1; ;1;6;7;55;0.844825937
2;22; ;1;5; ;1;1;2;1;2;5;7;42;0.815660216
1;49;4;1; ;6; ;1;1; ;2;6;7;24;1.211075788
1;21;2;1;2;2;2;2;1; ;1;4;7;54;0.458745045
1;49;2;1; ;9; ;1;2;1;2;6;7;42;0.605537894
2;67;2;3; ;9; ;1;2; ;2;4;7;54;0.525114893
1;51;3;1; ;1;3; ;1;1;1;4;7;55;1.211075788
2;24;2;1;5;1;1;1;2;1;2;4;7;42;1.117756592
2;27;1;1; ; ;1;1;1;1; ;4;7;38;0.809179273
2;36;2;1;5;9;3;1;2;1;1;2;7;55;1.0909555
2;45;4;1;3;2;1;1;1;2;1;4;7;2;1.131204226
1;32;1;4; ;9;2;1;2; ;1;4;7;92;0.578862216
2;50;2;1;5;1;1;1;2;1;2;4;7;54;0.261646542
1;61;4;1;5;1;3;1;1;1;2;2;7;19;2.250839861
2;32;1;2;5;1;1;1;1;1;2;6;7;42;0.889934117
2;18;2;1; ;9;3;3;1;1;2;4;7;38;1.428369972
2;29;1;2;5;9;1;1;1;1;2;6;7;55;0.566808263
1;20;1;5; ;9;2;1;1;2;1;5;7;54;5.329194376
2;56;3;3; ;9; ;3;2;1;2;4;7;42;1.390571325
1;34;2;3; ; ;1;1;2;1;2;6;7;38;1.479444474
2;61;4;1;2;9; ;3;1; ;1;5;7;54;1.390571325
2;35;2;1;5;1;1;1;1;1;1;6;7;38;0.73300377
1;34;2;4; ;9;1;1;1;1;1;2;6;45;0.739722237
2;18;1;1;5;1;1;1;1;1;2;5;7;42;1.142695977
2;37;2;4; ;9;3;1;2;2;1;5;7;38;1.084316429
1;43;4;5; ;9;3;2;2;1; ;4;7;24;1.660195812
2;41;3;1;5;9;1;2;2;1;2;4;6;66;1.445755239
2;70;3;1; ; ;1;1;2;1;2;4;6;66;0.67103907
2;34;2;1; ;1;1;3;1; ;2;6;3;16;0.889934117
2;61;1;1;5;1;1;1;2;1;2;2;3;56;1.320805335
2;62;3;1;5;1;1;1;1;1;2;2;6;74;1.390571325
2;59;3;1; ; ; ;1;1; ;2;4;6;66;1.320805335
2;41;3;1;5;1;3;2;2;1;2;4;3;21;1.445755239
2;69;5;1;2;2;1;2; ;2;2;4;4;61;0.313345123
1;29;1;1; ; ; ;1;2; ;2;6;3;21;0.739722237
1;59;2;1;5;1;1; ;1;1;2;4;3;16;0.651558907
2;54;1;1;5;9;3; ;2;1;2;6;7;55;0.481851523
1;21;2;5; ;9;2;2;1;2;1;1;6;66;0.463190681
2;44;2;1;5;9; ; ;1;1;2;6;6;74;0.73300377
2;70;1;1; ; ;1;2;2;1;2;1;7;70;1.082464971
2;61;3;1;5;3; ;3;2; ;2;4;6;66;0.223520903
2;60; ; ;5;1;1;1; ;1;2;2;4;1;1.390571325
2;43;5;2; ;1; ;1;2; ;2;4;7;22;1.445755239
1;38;5;2;5;1;1;1; ;1;1;2;6;66;0.905561352
1;21;3;1; ;1;1;1;2;1;1;4;6;66;0.694786022
2;31;2;2;1;9;2;1;2;1;2;4;6;74;1.417020657
2;27;1;2;5;1;1; ;2;1;1;6;6;74;1.417020657
